p,p_index,dataset_index,initialization,A,B,C,alpha,beta,g12,g13,g23,D,empirical_loss,empirical_optimum,optimization_error,gradient_norm,is_best
0.25,5,47,7,0.25431466339071623,1.013813624549584,0.7513097121569279,1.5707963268828826,1.5707963266504736,1.0,7.741536485935588e-21,2.085799695031965e-20,1.0,0.25431466339071623,0.25431466339071623,0.0,9.88027504975941e-11,0
0.25,5,48,0,0.24197965395789703,1.0065133657980563,0.7415631612299216,1.570796326877942,1.5707963266547562,1.0,6.896519716735825e-21,1.9639333115331062e-20,1.0,0.24197965395789703,0.24197965395789703,0.0,9.983313039553729e-11,1
0.25,5,48,1,0.24197965395789703,1.0065133657980563,0.7415631612299216,1.5707963268757161,1.5707963266585128,1.0,6.531793523743819e-21,1.860055573559492e-20,1.0,0.24197965395789703,0.24197965395789703,0.0,9.715689350799107e-11,0
0.25,5,48,2,0.24197965395789703,1.0065133657980563,0.7415631612299216,1.5707963267145935,1.5707963269304093,1.0,6.448597303186765e-21,1.8363678562179564e-20,1.0,0.24197965395789703,0.24197965395789703,0.0,9.653630973710751e-11,0
0.25,5,48,3,0.24197965395789703,1.0065133657980563,0.7415631612299216,1.5707963267118474,1.5707963269350433,1.0,6.897167023924325e-21,1.9641103641143792e-20,1.0,0.24197965395789703,0.24197965395789703,0.0,9.983755586524534e-11,0
0.25,5,48,4,0.24197965395789703,1.0065133657980563,0.7415631612299216,1.570796326875302,1.5707963266592109,1.0,6.465028161893064e-21,1.8410621706192286e-20,1.0,0.24197965395789703,0.24197965395789703,0.0,9.665978071606852e-11,0
0.25,5,48,5,0.24197965395789703,1.0065133657980563,0.7415631612299216,1.5707963268760134,1.5707963266580105,1.0,6.579940068635753e-21,1.8737809650586554e-20,1.0,0.24197965395789703,0.24197965395789703,0.0,9.751485034407435e-11,0
0.25,5,48,6,0.24197965395789703,1.0065133657980563,0.7415631612299216,1.5707963267142329,1.570796326931018,1.0,6.506642044353802e-21,1.8529001560027285e-20,1.0,0.24197965395789703,0.24197965395789703,0.0,9.696991108544722e-11,0
0.25,5,48,7,0.24197965395789703,1.0065133657980563,0.7415631612299216,1.5707963268756093,1.5707963266586924,1.0,6.514541324495749e-21,1.8551589626114e-20,1.0,0.24197965395789703,0.24197965395789703,0.0,9.702909758133703e-11,0
0.25,5,49,0,0.2309148208150284,0.9861879645632894,0.751639061449275,1.5707963268728957,1.570796326667802,1.0,6.083859827305391e-21,1.6153042009247584e-20,1.0,0.2309148208150284,0.2309148208150284,0.0,9.63402001694496e-11,1
0.25,5,49,1,0.2309148208150284,0.9861879645632894,0.751639061449275,1.5707963267150875,1.570796326924941,1.0,6.369493957799756e-21,1.6911535163343883e-20,1.0,0.2309148208150284,0.2309148208150284,0.0,9.857628716477283e-11,0
0.25,5,49,2,0.2309148208150284,0.9861879645632894,0.751639061449275,1.5707963268752547,1.5707963266639577,1.0,6.4574247715396844e-21,1.7144989399564033e-20,1.0,0.2309148208150284,0.2309148208150284,0.0,9.925434008627574e-11,0
0.25,5,49,3,0.2309148208150284,0.9861879645632894,0.751639061449275,1.5707963268749614,1.5707963266644354,1.0,6.410369382605297e-21,1.702014000411108e-20,1.0,0.2309148208150284,0.2309148208150284,0.0,9.889238989942777e-11,0
0.25,5,49,4,0.2309148208150284,0.9861879645632894,0.751639061449275,1.570796326716773,1.5707963269221945,1.0,6.103292016946216e-21,1.620475247424361e-20,1.0,0.2309148208150284,0.2309148208150284,0.0,9.649441305717803e-11,0
0.25,5,49,5,0.2309148208150284,0.9861879645632894,0.751639061449275,1.5707963268735545,1.5707963266667282,1.0,6.18706645864312e-21,1.6427145434227585e-20,1.0,0.2309148208150284,0.2309148208150284,0.0,9.715425928039207e-11,0
0.25,5,49,6,0.2309148208150284,0.9861879645632894,0.751639061449275,1.5707963268755374,1.5707963266634968,1.0,6.502933159888854e-21,1.726591826161298e-20,1.0,0.2309148208150284,0.2309148208150284,0.0,9.960386891733604e-11,0
0.25,5,49,7,0.2309148208150284,0.9861879645632894,0.751639061449275,1.5707963268741725,1.5707963266657212,1.0,6.284661650573884e-21,1.6686283532654058e-20,1.0,0.2309148208150284,0.2309148208150284,0.0,9.791758134592465e-11,0
0.30000000000000004,6,0,0,0.29047944577820944,0.9960602372895514,0.6831590260115487,1.5707963269288812,1.570796326570551,1.0,1.795185694810203e-20,5.033099956884293e-20,1.0,0.29047944577820944,0.29047944577820944,0.0,9.835245209363027e-11,1
0.30000000000000004,6,0,1,0.29047944577820944,0.9960602372895514,0.6831590260115487,1.5707963269287395,1.570796326570788,1.0,1.7913915322468747e-20,5.022465148815691e-20,1.0,0.29047944577820944,0.29047944577820944,0.0,9.824851039159255e-11,0
0.30000000000000004,6,0,2,0.29047944577820944,0.9960602372895514,0.6831590260115487,1.570796326661229,1.5707963270187113,1.0,1.7867022672382796e-20,5.00930124531384e-20,1.0,0.29047944577820944,0.29047944577820944,0.0,9.811954106460992e-11,0
0.30000000000000004,6,0,3,0.29047944577820944,0.9960602372895514,0.6831590260115487,1.5707963269300422,1.5707963265686071,1.0,1.8264336226200166e-20,5.120693458323646e-20,1.0,0.29047944577820944,0.29047944577820944,0.0,9.920448166203517e-11,0
0.30000000000000004,6,0,4,0.29047944577820944,0.9960602372895514,0.6831590260115487,1.5707963266612535,1.57079632701867,1.0,1.7860493632527265e-20,5.007452693328441e-20,1.0,0.29047944577820944,0.29047944577820944,0.0,9.81012953650419e-11,0
0.30000000000000004,6,0,5,0.29047944577820944,0.9960602372895514,0.6831590260115487,1.5707963266595175,1.5707963270215768,1.0,1.8327501405320243e-20,5.138389897693521e-20,1.0,0.29047944577820944,0.29047944577820944,0.0,9.937565379615138e-11,0
0.30000000000000004,6,0,6,0.29047944577820944,0.9960602372895514,0.6831590260115487,1.570796326659436,1.5707963270217133,1.0,1.834957223231565e-20,5.144582734838382e-20,1.0,0.29047944577820944,0.29047944577820944,0.0,9.943555787129303e-11,0
0.30000000000000004,6,0,7,0.29047944577820944,0.9960602372895514,0.6831590260115487,1.5707963266602942,1.5707963270202763,1.0,1.8117803532317383e-20,5.079598828329993e-20,1.0,0.29047944577820944,0.29047944577820944,0.0,9.880551998927743e-11,0
0.30000000000000004,6,1,0,0.28566312254873844,1.0106986180131674,0.7255556441807628,1.5707963269101872,1.5707963266085043,1.0,1.3291923525324006e-20,3.474208808725224e-20,1.0,0.28566312254873844,0.28566312254873844,0.0,9.811660612562584e-11,1
0.30000000000000004,6,1,1,0.28566312254873844,1.0106986180131674,0.7255556441807628,1.5707963266783698,1.5707963269832879,1.0,1.3578506642963702e-20,3.5491259808218796e-20,1.0,0.28566312254873844,0.28566312254873844,0.0,9.916894905040504e-11,0
0.30000000000000004,6,1,2,0.28566312254873844,1.0106986180131674,0.7255556441807628,1.5707963269095577,1.570796326609522,1.0,1.314716973724951e-20,3.43637667159449e-20,1.0,0.28566312254873844,0.28566312254873844,0.0,9.758095794460931e-11,0
0.30000000000000004,6,1,3,0.28566312254873844,1.0106986180131674,0.7255556441807628,1.5707963266786305,1.5707963269828662,1.0,1.3517822073647199e-20,3.5332562486917215e-20,1.0,0.28566312254873844,0.28566312254873844,0.0,9.894691004424278e-11,0
0.30000000000000004,6,1,4,0.28566312254873844,1.0106986180131674,0.7255556441807628,1.5707963266796845,1.5707963269811618,1.0,1.3273833365706358e-20,3.469471140692956e-20,1.0,0.28566312254873844,0.28566312254873844,0.0,9.804959575323495e-11,0
0.30000000000000004,6,1,5,0.28566312254873844,1.0106986180131674,0.7255556441807628,1.570796326679659,1.5707963269812035,1.0,1.3279717930743674e-20,3.4710264199249426e-20,1.0,0.28566312254873844,0.28566312254873844,0.0,9.807173294974362e-11,0
0.30000000000000004,6,1,6,0.28566312254873844,1.0106986180131674,0.7255556441807628,1.5707963266800764,1.5707963269805283,1.0,1.3183681684807232e-20,3.4459117269208405e-20,1.0,0.28566312254873844,0.28566312254873844,0.0,9.77161656017825e-11,0
0.30000000000000004,6,1,7,0.28566312254873844,1.0106986180131674,0.7255556441807628,1.570796326680368,1.5707963269800571,1.0,1.3116816263702769e-20,3.428440791766216e-20,1.0,0.28566312254873844,0.28566312254873844,0.0,9.746819673367838e-11,0
0.30000000000000004,6,2,0,0.2944620311523794,0.9704996335517508,0.7140419457985163,1.5707963266534324,1.5707963270107954,1.0,2.0012129767404974e-20,4.661228886962602e-20,1.0,0.2944620311523794,0.2944620311523794,0.0,9.786190246474275e-11,1
0.30000000000000004,6,2,1,0.2944620311523794,0.9704996335517508,0.7140419457985163,1.5707963266534624,1.5707963270107492,1.0,2.0003649596024064e-20,4.659234831122173e-20,1.0,0.2944620311523794,0.2944620311523794,0.0,9.784079923533847e-11,0
0.30000000000000004,6,2,2,0.2944620311523794,0.9704996335517508,0.7140419457985163,1.5707963266519154,1.5707963270131104,1.0,2.0443636044770072e-20,4.761727567681774e-20,1.0,0.2944620311523794,0.2944620311523794,0.0,9.891118561100999e-11,0
0.30000000000000004,6,2,3,0.2944620311523794,0.9704996335517508,0.7140419457985163,1.5707963269390663,1.5707963265748692,1.0,2.0784909891224082e-20,4.841205275577863e-20,1.0,0.2944620311523794,0.2944620311523794,0.0,9.973312711567196e-11,0
0.30000000000000004,6,2,4,0.2944620311523794,0.9704996335517508,0.7140419457985163,1.5707963269391056,1.5707963265748084,1.0,2.0796243722749576e-20,4.8438829487820465e-20,1.0,0.2944620311523794,0.2944620311523794,0.0,9.976103595406744e-11,0
0.30000000000000004,6,2,5,0.2944620311523794,0.9704996335517508,0.7140419457985163,1.5707963269393532,1.5707963265744316,1.0,2.086771148414322e-20,4.860483423167217e-20,1.0,0.2944620311523794,0.2944620311523794,0.0,9.99314338500472e-11,0
0.30000000000000004,6,2,6,0.2944620311523794,0.9704996335517508,0.7140419457985163,1.5707963269382494,1.5707963265761158,1.0,2.055003211599877e-20,4.7865052673584125e-20,1.0,0.2944620311523794,0.2944620311523794,0.0,9.916815867554594e-11,0
0.30000000000000004,6,2,7,0.2944620311523794,0.9704996335517508,0.7140419457985163,1.5707963269372784,1.5707963265775975,1.0,2.0272583471921594e-20,4.7218911403711896e-20,1.0,0.2944620311523794,0.2944620311523794,0.0,9.849661838185991e-11,0
0.30000000000000004,6,3,0,0.3189268109279304,0.9966821801127537,0.6801558627970553,1.570796326981629,1.570796326493773,1.0,3.4868969073382594e-20,9.067544160154482e-20,1.0,0.3189268109279304,0.3189268109279304,0.0,9.844130472255338e-11,1
0.30000000000000004,6,3,1,0.3189268109279304,0.9966821801127537,0.6801558627970553,1.5707963269818122,1.5707963264934781,1.0,3.4937416432306666e-20,9.08531163565101e-20,1.0,0.3189268109279304,0.3189268109279304,0.0,9.853749336265818e-11,0
0.30000000000000004,6,3,2,0.3189268109279304,0.9966821801127537,0.6801558627970553,1.570796326607776,1.5707963270966459,1.0,3.50141198860791e-20,9.105259840146964e-20,1.0,0.3189268109279304,0.3189268109279304,0.0,9.864562318471096e-11,0
0.30000000000000004,6,3,3,0.3189268109279304,0.9966821801127537,0.6801558627970553,1.5707963266054943,1.5707963271003254,1.0,3.587324369908031e-20,9.328671041394998e-20,1.0,0.3189268109279304,0.3189268109279304,0.0,9.984849863259327e-11,0
0.30000000000000004,6,3,4,0.3189268109279304,0.9966821801127537,0.6801558627970553,1.5707963269821779,1.5707963264928881,1.0,3.5074262985397046e-20,9.12091216935249e-20,1.0,0.3189268109279304,0.3189268109279304,0.0,9.873045595665841e-11,0
0.30000000000000004,6,3,5,0.3189268109279304,0.9966821801127537,0.6801558627970553,1.5707963269844507,1.5707963264892233,1.0,3.5930752626913403e-20,9.343618205078647e-20,1.0,0.3189268109279304,0.3189268109279304,0.0,9.992840909976076e-11,0
0.30000000000000004,6,3,6,0.3189268109279304,0.9966821801127537,0.6801558627970553,1.5707963269828138,1.5707963264918627,1.0,3.531286507119367e-20,9.182953333182989e-20,1.0,0.3189268109279304,0.3189268109279304,0.0,9.906563201025214e-11,0
0.30000000000000004,6,3,7,0.3189268109279304,0.9966821801127537,0.6801558627970553,1.5707963266079021,1.5707963270964422,1.0,3.496693599205608e-20,9.092975857987384e-20,1.0,0.3189268109279304,0.3189268109279304,0.0,9.857896689890588e-11,0
0.30000000000000004,6,4,0,0.3271750482559625,0.9843597875112826,0.708284557469641,1.5707963265948277,1.5707963270964536,1.0,4.002756939198608e-20,9.093658827898646e-20,1.0,0.3271750482559625,0.3271750482559625,0.0,9.893732346108754e-11,1
0.30000000000000004,6,4,1,0.3271750482559625,0.9843597875112826,0.708284557469641,1.5707963265953242,1.5707963270957053,1.0,3.982915077329786e-20,9.048584393943366e-20,1.0,0.3271750482559625,0.3271750482559625,0.0,9.869184176471728e-11,0
0.30000000000000004,6,4,2,0.3271750482559625,0.9843597875112826,0.708284557469641,1.570796326994246,1.5707963264944242,1.0,3.9740169175714966e-20,9.028364809554973e-20,1.0,0.3271750482559625,0.3271750482559625,0.0,9.858148270216596e-11,0
0.30000000000000004,6,4,3,0.3271750482559625,0.9843597875112826,0.708284557469641,1.570796326594554,1.5707963270968668,1.0,4.013719448054748e-20,9.118598077314497e-20,1.0,0.3271750482559625,0.3271750482559625,0.0,9.907314280003959e-11,0
0.30000000000000004,6,4,4,0.3271750482559625,0.9843597875112826,0.708284557469641,1.5707963265950795,1.5707963270960745,1.0,3.992687865802765e-20,9.070813360382298e-20,1.0,0.3271750482559625,0.3271750482559625,0.0,9.881318390578312e-11,0
0.30000000000000004,6,4,5,0.3271750482559625,0.9843597875112826,0.708284557469641,1.57079632699684,1.5707963264905143,1.0,4.0781092254065745e-20,9.264862009129766e-20,1.0,0.3271750482559625,0.3271750482559625,0.0,9.98644113250659e-11,0
0.30000000000000004,6,4,6,0.3271750482559625,0.9843597875112826,0.708284557469641,1.5707963265944842,1.5707963270969718,1.0,4.016513593051597e-20,9.124942190421718e-20,1.0,0.3271750482559625,0.3271750482559625,0.0,9.91075738503641e-11,0
0.30000000000000004,6,4,7,0.3271750482559625,0.9843597875112826,0.708284557469641,1.5707963265932803,1.5707963270987864,1.0,4.064914874034693e-20,9.234897467219136e-20,1.0,0.3271750482559625,0.3271750482559625,0.0,9.970286824087944e-11,0
0.30000000000000004,6,5,0,0.3227443882879635,0.9638050081761018,0.7288103678157871,1.5707963269864245,1.5707963265213443,1.0,3.668291480313168e-20,7.483088992037498e-20,1.0,0.3227443882879635,0.3227443882879635,0.0,9.853153515154221e-11,1
0.30000000000000004,6,5,1,0.3227443882879635,0.9638050081761018,0.7288103678157871,1.570796326600737,1.5707963270722074,1.0,3.769796523684609e-20,7.690126855153045e-20,1.0,0.3227443882879635,0.3227443882879635,0.0,9.988507926536524e-11,0
0.30000000000000004,6,5,2,0.3227443882879635,0.9638050081761018,0.7288103678157871,1.570796326603552,1.570796327068187,1.0,3.6612739507238584e-20,7.468766465439388e-20,1.0,0.3227443882879635,0.3227443882879635,0.0,9.843713649052325e-11,0
0.30000000000000004,6,5,3,0.3227443882879635,0.9638050081761018,0.7288103678157871,1.570796326989267,1.570796326517284,1.0,3.7779875116924133e-20,7.706878944061443e-20,1.0,0.3227443882879635,0.3227443882879635,0.0,9.999416465473644e-11,0
0.30000000000000004,6,5,4,0.3227443882879635,0.9638050081761018,0.7288103678157871,1.5707963266024942,1.570796327069698,1.0,3.701867488061826e-20,7.55158389251078e-20,1.0,0.3227443882879635,0.3227443882879635,0.0,9.898146761509027e-11,0
0.30000000000000004,6,5,5,0.3227443882879635,0.9638050081761018,0.7288103678157871,1.5707963269878709,1.5707963265192781,1.0,3.723905806439835e-20,7.596554553115905e-20,1.0,0.3227443882879635,0.3227443882879635,0.0,9.927586730043584e-11,0
0.30000000000000004,6,5,6,0.3227443882879635,0.9638050081761018,0.7288103678157871,1.5707963266025335,1.5707963270696421,1.0,3.7003552869150455e-20,7.548508889327226e-20,1.0,0.3227443882879635,0.3227443882879635,0.0,9.896139350821833e-11,0
0.30000000000000004,6,5,7,0.3227443882879635,0.9638050081761018,0.7288103678157871,1.5707963269886207,1.5707963265182072,1.0,3.752902172983078e-20,7.655702370724709e-20,1.0,0.3227443882879635,0.3227443882879635,0.0,9.966158028199652e-11,0
0.30000000000000004,6,6,0,0.3093715680543269,1.002658489443984,0.6920366969388496,1.5707963266348064,1.5707963270543959,1.0,2.5628880006202552e-20,6.733986059281321e-20,1.0,0.3093715680543269,0.3093715680543269,0.0,9.954790004353755e-11,1
0.30000000000000004,6,6,1,0.3093715680543269,1.002658489443984,0.6920366969388496,1.5707963269528973,1.570796326538784,1.0,2.4964209313585066e-20,6.559362587258225e-20,1.0,0.3093715680543269,0.3093715680543269,0.0,9.824884003944602e-11,0
0.30000000000000004,6,6,2,0.3093715680543269,1.002658489443984,0.6920366969388496,1.570796326636632,1.570796327051437,1.0,2.5047675332346997e-20,6.581291695093398e-20,1.0,0.3093715680543269,0.3093715680543269,0.0,9.841292238724682e-11,0
0.30000000000000004,6,6,3,0.3093715680543269,1.002658489443984,0.6920366969388496,1.5707963269532614,1.5707963265381937,1.0,2.5079414799577568e-20,6.589640064005455e-20,1.0,0.3093715680543269,0.3093715680543269,0.0,9.847538646821578e-11,0
0.30000000000000004,6,6,4,0.3093715680543269,1.002658489443984,0.6920366969388496,1.5707963269540142,1.5707963265369735,1.0,2.5318393682512378e-20,6.652431391241913e-20,1.0,0.3093715680543269,0.3093715680543269,0.0,9.894344551196862e-11,0
0.30000000000000004,6,6,5,0.3093715680543269,1.002658489443984,0.6920366969388496,1.5707963266343012,1.5707963270552154,1.0,2.5790874810761843e-20,6.776588613692508e-20,1.0,0.3093715680543269,0.3093715680543269,0.0,9.98625801803254e-11,0
0.30000000000000004,6,6,6,0.3093715680543269,1.002658489443984,0.6920366969388496,1.5707963266348353,1.5707963270543495,1.0,2.5619638575062863e-20,6.731577741575115e-20,1.0,0.3093715680543269,0.3093715680543269,0.0,9.953024363027733e-11,0
0.30000000000000004,6,6,7,0.3093715680543269,1.002658489443984,0.6920366969388496,1.570796326954363,1.5707963265364082,1.0,2.5429525974118282e-20,6.68162545240087e-20,1.0,0.3093715680543269,0.3093715680543269,0.0,9.916026882004398e-11,0
0.30000000000000004,6,7,0,0.29558870115890024,1.0155724175642251,0.6698868040845508,1.5707963269325347,1.5707963265549723,1.0,1.8944236080484333e-20,5.756370038310247e-20,1.0,0.29558870115890024,0.29558870115890024,0.0,9.823795660423473e-11,1
0.30000000000000004,6,7,1,0.29558870115890024,1.0155724175642251,0.6698868040845508,1.570796326656182,1.5707963270366978,1.0,1.924175595512351e-20,5.84678128065012e-20,1.0,0.29558870115890024,0.29558870115890024,0.0,9.900647890642245e-11,0
0.30000000000000004,6,7,2,0.29558870115890024,1.0155724175642251,0.6698868040845508,1.5707963266563143,1.5707963270364669,1.0,1.920505886600748e-20,5.835618958467261e-20,1.0,0.29558870115890024,0.29558870115890024,0.0,9.891184386832673e-11,0
0.30000000000000004,6,7,3,0.29558870115890024,1.0155724175642251,0.6698868040845508,1.57079632665757,1.5707963270342775,1.0,1.8858610385712135e-20,5.730321445502873e-20,1.0,0.29558870115890024,0.29558870115890024,0.0,9.801521656712402e-11,0
0.30000000000000004,6,7,4,0.29558870115890024,1.0155724175642251,0.6698868040845508,1.570796326655741,1.5707963270374663,1.0,1.9364291359935317e-20,5.884005006192025e-20,1.0,0.29558870115890024,0.29558870115890024,0.0,9.932107462200013e-11,0
0.30000000000000004,6,7,5,0.29558870115890024,1.0155724175642251,0.6698868040845508,1.570796326657062,1.5707963270351637,1.0,1.8998402822868837e-20,5.772826890764584e-20,1.0,0.29558870115890024,0.29558870115890024,0.0,9.837826694822642e-11,0
0.30000000000000004,6,7,6,0.29558870115890024,1.0155724175642251,0.6698868040845508,1.5707963266572587,1.570796327034821,1.0,1.894420866851849e-20,5.756374816641273e-20,1.0,0.29558870115890024,0.29558870115890024,0.0,9.823809001879019e-11,0
0.30000000000000004,6,7,7,0.29558870115890024,1.0155724175642251,0.6698868040845508,1.5707963266558762,1.5707963270372305,1.0,1.9326674957949945e-20,5.872570429119606e-20,1.0,0.29558870115890024,0.29558870115890024,0.0,9.922448918621696e-11,0
0.30000000000000004,6,8,0,0.2606967315534491,1.0229290443371062,0.7239315985048709,1.570796326886875,1.5707963266361218,1.0,8.460019378660178e-21,2.5209447384856453e-20,1.0,0.2606967315534491,0.2606967315534491,0.0,9.914315911792866e-11,1
0.30000000000000004,6,8,1,0.2606967315534491,1.0229290443371062,0.7239315985048709,1.570796326702321,1.5707963269547023,1.0,8.570235059453153e-21,2.553784991945778e-20,1.0,0.2606967315534491,0.2606967315534491,0.0,9.978681611440724e-11,0
0.30000000000000004,6,8,2,0.2606967315534491,1.0229290443371062,0.7239315985048709,1.5707963268857197,1.5707963266381164,1.0,8.248829238578973e-21,2.4580032885155566e-20,1.0,0.2606967315534491,0.2606967315534491,0.0,9.78975627294283e-11,0
0.30000000000000004,6,8,3,0.2606967315534491,1.0229290443371062,0.7239315985048709,1.5707963268876513,1.5707963266347824,1.0,8.603421680096832e-21,2.5636558770146726e-20,1.0,0.2606967315534491,0.2606967315534491,0.0,9.997930668863952e-11,0
0.30000000000000004,6,8,4,0.2606967315534491,1.0229290443371062,0.7239315985048709,1.570796326887582,1.5707963266349019,1.0,8.590574784239096e-21,2.5598318555700778e-20,1.0,0.2606967315534491,0.2606967315534491,0.0,9.990475166951443e-11,0
0.30000000000000004,6,8,5,0.2606967315534491,1.0229290443371062,0.7239315985048709,1.5707963267035499,1.5707963269525813,1.0,8.344232244711054e-21,2.486446237829953e-20,1.0,0.2606967315534491,0.2606967315534491,0.0,9.846248714049961e-11,0
0.30000000000000004,6,8,6,0.2606967315534491,1.0229290443371062,0.7239315985048709,1.570796326886016,1.5707963266376053,1.0,8.302721924389818e-21,2.4740569519473422e-20,1.0,0.2606967315534491,0.2606967315534491,0.0,9.821668400275937e-11,0
0.30000000000000004,6,8,7,0.2606967315534491,1.0229290443371062,0.7239315985048709,1.570796326704459,1.5707963269510117,1.0,8.17898094471916e-21,2.4371911833396698e-20,1.0,0.2606967315534491,0.2606967315534491,0.0,9.748224243043038e-11,0
0.30000000000000004,6,9,0,0.31895292340945797,0.9635235226353372,0.706342603175058,1.5707963266016256,1.5707963270812038,1.0,3.73536856365577e-20,8.197177780678275e-20,1.0,0.31895292340945797,0.31895292340945797,0.0,9.853615059048874e-11,1
0.30000000000000004,6,9,1,0.31895292340945797,0.9635235226353372,0.706342603175058,1.570796326599368,1.5707963270845477,1.0,3.823141133356855e-20,8.389777750885449e-20,1.0,0.31895292340945797,0.31895292340945797,0.0,9.96869163864611e-11,0
0.30000000000000004,6,9,2,0.31895292340945797,0.9635235226353372,0.706342603175058,1.5707963269887808,1.5707963265076812,1.0,3.7591075549862057e-20,8.249269968968529e-20,1.0,0.31895292340945797,0.31895292340945797,0.0,9.884872961371064e-11,0
0.30000000000000004,6,9,3,0.31895292340945797,0.9635235226353372,0.706342603175058,1.570796326599708,1.5707963270840442,1.0,3.8098586929563305e-20,8.360629614304767e-20,1.0,0.31895292340945797,0.31895292340945797,0.0,9.951359597600694e-11,0
0.30000000000000004,6,9,4,0.31895292340945797,0.9635235226353372,0.706342603175058,1.5707963269899452,1.570796326505956,1.0,3.804394960177515e-20,8.348673413625188e-20,1.0,0.31895292340945797,0.31895292340945797,0.0,9.944266726007302e-11,0
0.30000000000000004,6,9,5,0.31895292340945797,0.9635235226353372,0.706342603175058,1.570796326600027,1.5707963270835716,1.0,3.7974127930515337e-20,8.333326867587024e-20,1.0,0.31895292340945797,0.31895292340945797,0.0,9.935104605244038e-11,0
0.30000000000000004,6,9,6,0.31895292340945797,0.9635235226353372,0.706342603175058,1.5707963266004374,1.570796327082964,1.0,3.781437140638679e-20,8.298276156362963e-20,1.0,0.31895292340945797,0.31895292340945797,0.0,9.914194196237153e-11,0
0.30000000000000004,6,9,7,0.31895292340945797,0.9635235226353372,0.706342603175058,1.5707963269883216,1.570796326508361,1.0,3.7413227731090924e-20,8.210260608782025e-20,1.0,0.31895292340945797,0.31895292340945797,0.0,9.861487554256667e-11,0
0.30000000000000004,6,10,0,0.3025065140795187,0.982105420529946,0.6860806554033214,1.5707963266364027,1.5707963270488945,1.0,2.5120330891894868e-20,6.45149192672554e-20,1.0,0.3025065140795187,0.3025065140795187,0.0,9.896312957067876e-11,1
0.30000000000000004,6,10,1,0.3025065140795187,0.982105420529946,0.6860806554033214,1.5707963269519474,1.5707963265432114,1.0,2.4664939823067838e-20,6.33454290384258e-20,1.0,0.3025065140795187,0.3025065140795187,0.0,9.806209919784684e-11,0
0.30000000000000004,6,10,2,0.3025065140795187,0.982105420529946,0.6860806554033214,1.5707963266373788,1.5707963270473295,1.0,2.481186923537612e-20,6.372237010751902e-20,1.0,0.3025065140795187,0.3025065140795187,0.0,9.835312334196851e-11,0
0.30000000000000004,6,10,3,0.3025065140795187,0.982105420529946,0.6860806554033214,1.5707963266368001,1.5707963270482572,1.0,2.4994498908559783e-20,6.419159593707658e-20,1.0,0.3025065140795187,0.3025065140795187,0.0,9.87147188895883e-11,0
0.30000000000000004,6,10,4,0.3025065140795187,0.982105420529946,0.6860806554033214,1.5707963269548066,1.5707963265386296,1.0,2.5571215756851094e-20,6.567281057534938e-20,1.0,0.3025065140795187,0.3025065140795187,0.0,9.984719394738246e-11,0
0.30000000000000004,6,10,5,0.3025065140795187,0.982105420529946,0.6860806554033214,1.570796326952694,1.5707963265420148,1.0,2.4900048345742565e-20,6.394919303760076e-20,1.0,0.3025065140795187,0.3025065140795187,0.0,9.852828257452393e-11,0
0.30000000000000004,6,10,6,0.3025065140795187,0.982105420529946,0.6860806554033214,1.570796326635959,1.5707963270496048,1.0,2.5261157844400868e-20,6.487626371152351e-20,1.0,0.3025065140795187,0.3025065140795187,0.0,9.923963979116105e-11,0
0.30000000000000004,6,10,7,0.3025065140795187,0.982105420529946,0.6860806554033214,1.5707963266367655,1.570796327048313,1.0,2.500545270361572e-20,6.421984023564664e-20,1.0,0.3025065140795187,0.3025065140795187,0.0,9.873651749396578e-11,0
0.30000000000000004,6,11,0,0.30763826659511784,0.9932952942166313,0.6697455554328983,1.5707963269632936,1.5707963265160823,1.0,2.835755393025892e-20,7.773745080471827e-20,1.0,0.30763826659511784,0.30763826659511784,0.0,9.831069822019498e-11,1
0.30000000000000004,6,11,1,0.30763826659511784,0.9932952942166313,0.6697455554328983,1.5707963269639917,1.5707963265149263,1.0,2.859315996915498e-20,7.83833859169308e-20,1.0,0.30763826659511784,0.30763826659511784,0.0,9.87183347382975e-11,0
0.30000000000000004,6,11,2,0.30763826659511784,0.9932952942166313,0.6697455554328983,1.5707963266258822,1.5707963270747334,1.0,2.856587393028212e-20,7.830861177176766e-20,1.0,0.30763826659511784,0.30763826659511784,0.0,9.867125438198145e-11,0
0.30000000000000004,6,11,3,0.30763826659511784,0.9932952942166313,0.6697455554328983,1.5707963269650613,1.5707963265131557,1.0,2.8956028505689504e-20,7.937794267917484e-20,1.0,0.30763826659511784,0.30763826659511784,0.0,9.93425243232071e-11,0
0.30000000000000004,6,11,4,0.30763826659511784,0.9932952942166313,0.6697455554328983,1.5707963269653034,1.570796326512755,1.0,2.903845654316141e-20,7.960394148257587e-20,1.0,0.30763826659511784,0.30763826659511784,0.0,9.948386812465393e-11,0
0.30000000000000004,6,11,5,0.30763826659511784,0.9932952942166313,0.6697455554328983,1.5707963269632643,1.5707963265161307,1.0,2.8347683394207734e-20,7.77104607253869e-20,1.0,0.30763826659511784,0.30763826659511784,0.0,9.829367577550738e-11,0
0.30000000000000004,6,11,6,0.30763826659511784,0.9932952942166313,0.6697455554328983,1.5707963269649912,1.5707963265132716,1.0,2.893215384251198e-20,7.931264446551184e-20,1.0,0.30763826659511784,0.30763826659511784,0.0,9.930175413041673e-11,0
