p,p_index,dataset_index,initialization,A,B,C,alpha,beta,g12,g13,g23,D,empirical_loss,empirical_optimum,optimization_error,gradient_norm,is_best
0.0,0,3,7,0.0,0.9602960968020421,1.0153614457421112,1.5707963267564655,1.5707963268397012,1.0,1.476949244567008e-21,2.0074470948234038e-21,1.0,3.456592979183115e-21,0.0,3.456592979183115e-21,9.098561159720638e-11,0
0.0,0,4,0,0.0,1.0147793469758322,0.9904247998530037,1.5707963267491363,1.5707963268030085,1.0,2.0940092370203318e-21,6.580282944889029e-23,1.0,2.1901300802915313e-21,0.0,2.1901300802915313e-21,9.287330741900373e-11,0
0.0,0,4,1,0.0,1.0147793469758322,0.9904247998530037,1.5707963267961291,1.570796326844245,1.0,1.5190768811313177e-24,2.4352709024980697e-21,1.0,2.413494224039935e-21,0.0,2.413494224039935e-21,9.775188522751558e-11,0
0.0,0,4,2,0.0,1.0147793469758322,0.9904247998530037,1.5707963268228713,1.5707963268441858,1.0,7.825822963544967e-22,2.429423080170311e-21,1.0,3.2003092195854117e-21,0.0,3.2003092195854117e-21,9.763444875738462e-11,0
0.0,0,4,3,0.0,1.0147793469758322,0.9904247998530037,1.5707963267924538,1.570796326843332,1.0,5.967144478560567e-24,2.3459895829957332e-21,1.0,2.3295815981730447e-21,0.0,2.3295815981730447e-21,9.594327562010542e-11,0
0.0,0,4,4,0.0,1.0147793469758322,0.9904247998530037,1.570796326786902,1.5707963267463287,1.0,6.39129126549496e-23,2.3588387411341875e-21,1.0,2.401109891840652e-21,0.0,2.401109891840652e-21,9.620566103642007e-11,0
0.0,0,4,5,0.0,1.0147793469758322,0.9904247998530037,1.5707963267473433,1.5707963267987446,1.0,2.261321654279128e-21,1.4806886750496267e-23,1.0,2.3094076194779883e-21,0.0,2.3094076194779883e-21,9.65123268278468e-11,0
0.0,0,4,6,0.0,1.0147793469758322,0.9904247998530037,1.5707963268436225,1.5707963267959526,1.0,2.374208551933884e-21,1.1150999034316474e-24,1.0,2.4104022265145755e-21,0.0,2.4104022265145755e-21,9.889197443934642e-11,0
0.0,0,4,7,0.0,1.0147793469758322,0.9904247998530037,1.5707963267501457,1.5707963267997118,1.0,2.0026458172158953e-21,2.318613245395069e-23,1.0,2.055207735213297e-21,0.0,2.055207735213297e-21,9.08246408886507e-11,1
0.0,0,5,0,0.0,1.017231693802246,0.9604671443822622,1.5707963267718223,1.570796326846254,1.0,5.324219564459885e-22,2.6375724250229025e-21,1.0,3.0748981437362043e-21,0.0,3.0748981437362043e-21,9.865400157304121e-11,0
0.0,0,5,1,0.0,1.017231693802246,0.9604671443822622,1.570796326747788,1.5707963267739742,1.0,2.219220243332145e-21,4.377483355390428e-22,1.0,2.677904060838263e-21,0.0,2.677904060838263e-21,9.584072300741415e-11,0
