dimension,p,dataset_index,D_S_mc,D_E_mc,D_mc,D_gram,absolute_bridge_error,gap_mc,gap_gram
3,0.5,3,3.2825746007987156e-21,5.332106961763138e-21,2.0495323609644224e-21,1.9733580075407447e-21,7.617435342367773e-23,0.5,0.5
3,0.5,4,2.2825541407318336e-21,7.546959847206405e-21,5.264405706474571e-21,5.205621659715208e-21,5.87840467593631e-23,0.5,0.5
3,0.5,5,8.849400154439678e-21,1.050439717399218e-21,-7.79896043704046e-21,-7.728848255907967e-21,7.01121811324925e-23,0.5,0.5
3,0.5,6,2.1172031685158517e-21,7.938965376906701e-21,5.82176220839085e-21,5.786236265100949e-21,3.5525943289900483e-23,0.5,0.5
3,0.5,7,1.2987391179024956e-21,7.70297170687459e-21,6.4042325889720944e-21,6.386347599584832e-21,1.788498938726218e-23,0.5,0.5
3,0.5,8,1.077932113803086e-20,2.2014391218889683e-23,-1.075730674681197e-20,-1.0682078206105219e-20,7.522854070675056e-23,0.5,0.5
3,0.5,9,3.0416348436992523e-21,5.64840578089646e-21,2.6067709371972076e-21,2.589104760834507e-21,1.7666176362700695e-23,0.5,0.5
3,0.5,10,4.0139844978825095e-22,9.926017039904523e-21,9.524618590116272e-21,9.659344536625122e-21,1.3472594650884965e-22,0.5,0.5
3,0.5,11,8.188169911240402e-21,6.279201202831485e-22,-7.560249790957254e-21,-7.631535553518704e-21,7.128576256145032e-23,0.5,0.5
3,0.5,12,7.569545405693218e-21,9.52058322228902e-22,-6.617487083464316e-21,-6.5117938842797045e-21,1.0569319918461146e-22,0.5,0.5
3,0.5,13,7.085654302802208e-21,1.7645271683732004e-21,-5.321127134429007e-21,-5.3742980632379445e-21,5.317092880893717e-23,0.5,0.5
3,0.5,14,9.80931202655699e-21,1.7424754000779151e-22,-9.6350644865492e-21,-9.746183355919987e-21,1.111188693707877e-22,0.5,0.5
3,0.5,15,3.130135931594406e-21,6.127089416019111e-21,2.9969534844247052e-21,2.9985547593945467e-21,1.6012749698415236e-24,0.5,0.5
3,0.5,16,7.965906588316342e-21,1.4343891720335767e-21,-6.531517416282765e-21,-6.623511336968392e-21,9.199392068562663e-23,0.5,0.5
3,0.5,17,5.560576345449875e-21,4.9443166586216546e-21,-6.162596868282202e-22,-6.372638696669772e-22,2.100418283875708e-23,0.5,0.5
3,0.5,18,9.601660936480354e-21,7.5898898890667e-24,-9.594071046591288e-21,-9.54944379805671e-21,4.462724853457767e-23,0.5,0.5
3,0.5,19,1.091056904934429e-21,8.846262859133684e-21,7.755205954199255e-21,7.766069543940456e-21,1.0863589741200866e-23,0.5,0.5
3,0.5,20,1.308557685175704e-21,9.294746411672658e-21,7.986188726496954e-21,8.024641311497462e-21,3.8452585000507724e-23,0.5,0.5
3,0.5,21,7.297954697522967e-25,8.925468157890115e-21,8.924738362420362e-21,8.885648653479914e-21,3.908970894044845e-23,0.5,0.5
3,0.5,22,8.601519556493583e-21,5.7616591833140275e-22,-8.02535363816218e-21,-8.016621005780066e-21,8.732632382114114e-24,0.5,0.5
3,0.5,23,1.0200514889878652e-20,2.1393133664807048e-23,-1.0179121756213845e-20,-1.0147581954244761e-20,3.15398019690835e-23,0.5,0.5
3,0.5,24,9.662173526419329e-23,8.912780734198886e-21,8.816158998934693e-21,8.766485134147858e-21,4.9673864786835305e-23,0.5,0.5
3,0.5,25,4.01273669189483e-21,4.1791600955530845e-21,1.6642340365825475e-22,1.5842554084864145e-22,7.997862809613298e-24,0.5,0.5
3,0.5,26,2.743160446227756e-21,6.782088707867602e-21,4.0389282616398454e-21,4.0507501594842636e-21,1.1821897844418184e-23,0.5,0.5
3,0.5,27,8.392159787172692e-21,3.6124079651184736e-22,-8.030918990660845e-21,-8.030523107208333e-21,3.958834525112938e-25,0.5,0.5
3,0.5,28,7.647542185225443e-21,1.2359867815640187e-21,-6.411555403661425e-21,-6.479740991651134e-21,6.818558798970906e-23,0.5,0.5
3,0.5,29,8.37631165017831e-21,2.374653187628189e-21,-6.00165846255012e-21,-6.047369393401214e-21,4.571093085109358e-23,0.5,0.5
3,0.5,30,2.935004402982781e-21,6.960501603188949e-21,4.025497200206167e-21,4.1324141054443715e-21,1.0691690523820424e-22,0.5,0.5
3,0.5,31,9.964487231441896e-21,1.6466920944753424e-22,-9.799818021994362e-21,-9.859209166499845e-21,5.939114450548339e-23,0.5,0.5
3,0.5,32,3.734957568076831e-21,5.8111295801672656e-21,2.0761720120904342e-21,1.990165444265068e-21,8.600656782536624e-23,0.5,0.5
3,0.5,33,1.643500016675365e-23,1.0164880820931625e-20,1.0148445820764872e-20,1.0206704947236736e-20,5.825912647186421e-23,0.5,0.5
3,0.5,34,1.0541462603486255e-20,4.4129971486798125e-23,-1.0497332631999457e-20,-1.0441410315687213e-20,5.592231631224385e-23,0.5,0.5
3,0.5,35,3.804682328621138e-21,5.223790157116765e-21,1.4191078284956267e-21,1.425153393503965e-21,6.0455650083383476e-24,0.5,0.5
3,0.5,36,4.9439809409154995e-21,4.20843986106816e-21,-7.355410798473396e-22,-7.765342582381497e-22,4.0993178390810076e-23,0.5,0.5
3,0.5,37,6.510558549134801e-25,1.1160442049206198e-20,1.1159790993351285e-20,1.1163951363047774e-20,4.16036969648872e-24,0.5,0.5
3,0.5,38,1.0178959505857009e-20,1.7232422489159138e-22,-1.0006635280965417e-20,-9.929240904638027e-21,7.739437632738989e-23,0.5,0.5
3,0.5,39,9.053889145675848e-21,8.757728271853284e-22,-8.17811631849052e-21,-8.151013690384702e-21,2.7102628105817706e-23,0.5,0.5
3,0.5,40,3.9976835776533264e-23,8.199466765362134e-21,8.1594899295856e-21,8.171562098519754e-21,1.2072168934153665e-23,0.5,0.5
3,0.5,41,1.5979168295026172e-22,7.56927136174683e-21,7.409479678796568e-21,7.447589001206114e-21,3.810932240954599e-23,0.5,0.5
3,0.5,42,3.444562348677965e-21,4.957427070232783e-21,1.5128647215548183e-21,1.5536867285605654e-21,4.082200700574709e-23,0.5,0.5
3,0.5,43,9.569096853652833e-21,3.0383058668531503e-22,-9.265266266967519e-21,-9.322673712763357e-21,5.74074457958388e-23,0.5,0.5
3,0.5,44,4.9834988244753216e-21,3.244611855722939e-21,-1.7388869687523825e-21,-1.77107051411962e-21,3.218354536723749e-23,0.5,0.5
