p,dataset_index,best_initialization,g12,g13,g23,D,deployed_gap,empirical_loss,gradient_norm,v1_1,v1_2,v1_3,v2_1,v2_2,v2_3,v3_1,v3_2,v3_3
0.5,32,2,5.7432888934472264e-21,3.0814879110195774e-33,3.7531234491821584e-21,1.990165444265068e-21,0.5,4.564012221527957e-21,9.270595927258982e-11,-0.42499737356115375,0.5538859496392494,-0.7159522241451228,-0.8578882809392765,-0.4988097282986976,0.12335539056576549,0.288799116806594,-0.6666327397810131,-0.6871650896136906
0.5,33,1,1.0223276066896503e-20,1.925929944387236e-34,1.6571119659767537e-23,1.0206704947236736e-20,0.5,4.752249123332564e-21,9.272816868759656e-11,-0.03319271548219318,-0.9928048164470501,-0.11505146708520238,0.6275583485888607,0.06888953739927914,-0.7755157965853018,-0.777861660427821,0.09794298387443715,-0.6207563202628267
0.5,34,0,4.4484428816956617e-23,3.0814879110195774e-33,1.048589474450417e-20,-1.0441410315687213e-20,0.5,4.952851503539783e-21,9.211813499728657e-11,-0.2607885768814627,-0.8776929034645582,-0.4020503517920303,-0.9567076865387985,0.29071033622274284,-0.014067797654218572,-0.12922739921438367,-0.38097594097519444,0.9155094820319184
0.5,35,6,5.255429891873345e-21,1.2037062152420224e-33,3.83027649836938e-21,1.425153393503965e-21,0.5,4.5129914521310284e-21,9.237660643310955e-11,0.6157219590974129,-0.035915698029484334,0.7871445430924988,-0.1068277317501134,0.9859325498817844,0.12854898993274405,-0.7806883532077507,-0.1632393019584152,0.603223528604364
0.5,36,4,4.1452277352896716e-21,6.367605878630299e-33,4.921761993527821e-21,-7.765342582381497e-22,0.5,4.483641820795818e-21,9.40398128173967e-11,-0.655113759942646,0.1914424773809252,0.7308732717701909,-0.020193947667479215,-0.9714558938389694,0.236359156376757,0.7552603299575379,0.14008291896100977,0.6402801026174358
0.5,37,1,1.1164601943610812e-20,5.89816045468591e-34,6.505805630378839e-25,1.1163951363047774e-20,0.5,5.2502416029604515e-21,9.829169710031663e-11,0.9878484811871622,-0.0395756013803518,0.15029687286035168,-0.04662566239146182,0.847032899474001,0.5294915625533841,-0.1482613430146889,-0.5300651271215738,0.8348949246324778
0.5,38,4,1.7182696134457076e-22,1.925929944387236e-34,1.0101067865982598e-20,-9.929240904638027e-21,0.5,4.9489364308693365e-21,9.446422263499372e-11,0.48869720791986204,-0.1085916343831524,-0.8656690452553603,0.21836838774871578,0.975866028880046,0.0008607612420175238,0.8446835420695918,-0.1894554052539642,0.5006159837408555
0.5,39,1,8.724727736430546e-22,1.232595164407831e-32,9.023486464027756e-21,-8.151013690384702e-21,0.5,5.036554503989529e-21,9.1430599750112e-11,0.5557951293307275,0.7887046715321036,0.26274838784600896,0.3275888745507688,0.08269881991323925,-0.941194153432499,0.7640532072710047,-0.6091845748889875,0.2124072743015523
0.5,40,1,8.211616122723768e-21,1.2037062152420224e-35,4.005402420401329e-23,8.171562098519754e-21,0.5,4.237841353376995e-21,9.040482817600383e-11,0.9779286055831473,-0.030035884319132133,-0.20676916606537094,0.1884845718635617,-0.3002223396566767,0.9350615556959236,0.09016212352434896,0.9533962410346402,0.28793471319484665
0.5,41,1,7.606865174255343e-21,2.1132567241342756e-33,1.592761730492283e-22,7.447589001206114e-21,0.5,4.2722588131650306e-21,9.115581897771768e-11,0.8743425031854516,0.31714002053244467,0.367351867424244,-0.3019519987663811,0.9480837094967534,-0.09981117286087363,0.37993443856479087,0.023653479906226335,-0.9247109468805823
0.5,42,5,4.977159047757604e-21,7.703719777548943e-32,3.423472319197038e-21,1.5536867285605654e-21,0.5,4.295771400873274e-21,9.225583378128402e-11,0.5702217058798958,0.7358777680972097,-0.3651453362206493,-0.3571136812292419,-0.1782448083764835,-0.9168961811272475,0.739808775849885,-0.6532324997081569,-0.16115295994963144
0.5,43,3,3.0590158317062e-22,1.0833355937178202e-34,9.628575295933977e-21,-9.322673712763357e-21,0.5,4.6706700608614724e-21,9.118811153403124e-11,-0.6182603210841924,0.025798194466135526,-0.7855498892719411,-0.7714167954774863,0.17154636510984309,0.6127707338579794,0.15056660659657042,0.9848382089527186,-0.08615915020933808
0.5,44,4,3.238206840848759e-21,1.232595164407831e-32,5.009277354968379e-21,-1.77107051411962e-21,0.5,4.321779251629637e-21,9.353841440379245e-11,-0.5038354356302711,-0.692912726881474,0.5157730186127761,-0.8075316623016425,0.16585390469917696,-0.5660257031941063,-0.30666344446697574,0.7016868498491826,0.6431120404535906
0.5,45,0,4.860531136907591e-21,0.0,5.9169895319705375e-21,-1.0564583950629463e-21,0.5,5.264685363645701e-21,9.19819316772763e-11,0.05468761456958162,-0.894013725141262,-0.4446894692611161,-0.965053575318492,-0.16163254777366176,0.20626806894231292,-0.2562827765033696,0.4178688535770267,-0.8716104403217905
0.5,46,5,8.538576364470518e-23,7.703719777548943e-34,9.04706841028032e-21,-8.961682646635614e-21,0.5,4.503708154434436e-21,9.203324408260393e-11,0.9664508730800659,-0.17415560478190312,0.18879230716803055,0.22263970584714388,0.20148877027493023,-0.9538521042768601,-0.1280791603053507,-0.9638838627208881,-0.2335029504775828
0.5,47,4,7.56677213306148e-21,3.0814879110195774e-33,2.178055123914275e-21,5.3887170091472054e-21,0.5,4.760059253705478e-21,9.296953560572052e-11,0.10166968524778924,0.29981999209838417,0.9485627272034994,0.6707850806600154,-0.7248009701115071,0.15719710331095463,-0.7346500191925979,-0.6202995454289684,0.27480506407439265
0.5,48,4,2.4201025033737896e-21,0.0,7.660613487504683e-21,-5.240510984130893e-21,0.5,5.164639506323099e-21,9.57197025433683e-11,-0.5384592203580986,-0.6695919865941861,-0.5115742756435276,-0.5710771101798969,0.736392181373068,-0.36276368263814995,0.6196229516474028,0.09681490931376155,-0.7789058165955167
0.5,49,1,8.5355194706664e-21,3.0814879110195774e-33,3.076425294401965e-22,8.227876941226203e-21,0.5,4.444014099825956e-21,9.209624366016085e-11,-0.910184468038534,0.3677719769883895,0.19054660081844121,-0.01574001492491456,0.42898902916126475,-0.903172555378782,0.41390395754866854,0.8250528381976898,0.38467041491059173
0.8,0,1,3.9000081373841526e-33,7.703719777548943e-34,6.86877484659822e-20,-6.86877484659783e-20,0.5,1.3117347662628697e-20,9.764172386974047e-11,-0.5932702957550847,-0.16877600689116432,0.7871118190400574,-0.8048788804742182,0.14155720178841497,-0.5763085513753924,0.014154290348584191,0.9754364244747501,0.21982592629770345
0.8,1,5,3.0814879110195774e-33,3.009265538105056e-34,5.666884607455429e-20,-5.666884607455121e-20,0.5,1.1895187266631622e-20,9.748584483730954e-11,-0.11139230466153702,-0.7721965821966862,-0.6255431183427309,0.18988477204319654,-0.6344016435604113,0.7493185757699807,-0.9754668256258034,-0.035312789197960374,0.2172958329618374
0.8,2,1,1.925929944387236e-34,1.925929944387236e-34,5.611925217486426e-20,-5.611925217486407e-20,0.5,1.1558478446964932e-20,9.59703706336141e-11,0.9962150827389074,0.05824138473225663,-0.06452480165007482,0.053588845788831725,0.17294210710785754,0.9834730617541668,0.06843788813421026,-0.9832085071911254,0.1691664471895302
0.8,3,0,4.119684521665822e-33,0.0,6.346018608546511e-20,-6.346018608546099e-20,0.5,1.2480602854451642e-20,9.830814011935154e-11,0.9570981534744164,0.12499800887777039,-0.2614165687030098,-0.26285869280629154,-0.005108704273510566,-0.964820816917221,0.12193618091395846,-0.9921438398336163,-0.027967282033227084
0.8,4,2,1.925929944387236e-34,0.0,4.938042872872015e-20,-4.938042872871996e-20,0.5,1.0912979056139361e-20,9.558282023474784e-11,0.2218834105998186,0.664849757438595,-0.713261909914187,0.973159214189846,-0.10518287684197923,0.2046892919931248,-0.06106468628907533,0.7395345579609621,0.6703430029991372
0.8,5,2,4.70197740328915e-34,4.81482486096809e-35,6.669490352697577e-20,-6.66949035269753e-20,0.5,1.3021293271668862e-20,9.99217512805643e-11,-0.7253360461889935,-0.05278850929018958,0.6863679722902564,-0.6772512755637824,-0.12395466957672631,-0.7252350995624482,0.12336259517901278,-0.9908827443817985,0.05415770487284886
0.8,6,4,7.703719777548943e-34,0.0,5.827781788976272e-20,-5.827781788976195e-20,0.5,1.2400812066771219e-20,9.768112079012982e-11,-0.24979243494168835,-0.9208633449622764,-0.2993567092129223,0.9507845788443935,-0.1747228521595123,-0.2558917926877192,0.18333691434556595,-0.3485435767124904,0.9191871142323041
0.8,7,1,0.0,0.0,4.881242187550867e-20,-4.881242187550867e-20,0.5,1.0898471790886609e-20,9.693082338765572e-11,0.4080862899174881,-0.8976460082382411,-0.16642482950368775,0.9129026522595154,0.39950897875486596,0.08367391105826627,-0.008621338378970913,-0.18607584409414227,0.9824975586581413
0.8,8,2,0.0,3.0814879110195774e-33,5.388735199715233e-20,-5.388735199715233e-20,0.5,1.1507923386851778e-20,9.860814273735196e-11,-0.6281502922077596,0.771582207198209,-0.10043957354771263,0.08502225410262691,-0.06024765241505851,-0.9945558992262742,0.7734328844030907,0.633270177674054,0.027757078242994043
0.8,9,6,3.0814879110195774e-33,1.232595164407831e-32,6.094635816859339e-20,-6.09463581685903e-20,0.5,1.2623594436106054e-20,9.83235244815516e-11,-0.09358943990536185,0.7966785157741161,-0.5971133554377696,-0.961431620409414,-0.22811539629232425,-0.153663936079109,0.25863150599328777,-0.5597023392316556,-0.7873011085767989
0.8,10,2,1.4956802040766655e-32,7.703719777548943e-34,7.093925999265322e-20,-7.093925999263826e-20,0.5,1.3445134106963225e-20,9.822215929279623e-11,0.5349613529402203,0.22904135324543246,0.8132382242392878,0.8391747257684431,-0.032407552057269605,-0.5428955057845973,-0.09799046100526208,0.9728770780814817,-0.20954250283800352
0.8,11,6,9.215875710446734e-36,7.703719777548943e-34,5.2664400878446984e-20,-5.266440087844697e-20,0.5,1.1168565228213097e-20,9.731114203364217e-11,0.9831548755268353,-0.1816167119091622,0.020539247384399065,0.01870659909546284,-0.01179814032945518,-0.9997554036038255,-0.1818146140345538,-0.98329861885665,0.008201967938901648
0.8,12,4,3.009265538105056e-34,0.0,5.8833189428972e-20,-5.88331894289717e-20,0.5,1.203262348388874e-20,9.726987540181272e-11,-0.769514820058755,-0.6154685262429385,0.17042721295112276,0.1951351909485596,0.02750073512828339,0.9803907215089672,0.6080865061987266,-0.7876815363846236,-0.09893734490972068
0.8,13,4,1.5234406786656846e-35,1.925929944387236e-34,6.280798279770364e-20,-6.280798279770363e-20,0.5,1.2307806738248412e-20,9.78341437201723e-11,-0.9891497526051662,-0.08411103581831007,0.12044957689717842,-0.12317355884378041,0.02796535304593982,-0.9919910349548395,0.08006897849949617,-0.996063889852767,-0.038022177915293484
0.8,14,2,1.0833355937178202e-34,2.277713085791717e-32,5.720534824944375e-20,-5.720534824944364e-20,0.5,1.1646420051741e-20,9.644104913677443e-11,0.7601775348989925,0.017788702991987457,-0.6494718450254436,0.07622742305805917,0.990279480820863,0.11634401505487846,0.6452282506465028,-0.13794967142287004,0.7514322276306601
0.8,15,3,0.0,1.232595164407831e-32,6.582127532757193e-20,-6.582127532757193e-20,0.5,1.2581827464323392e-20,9.752287063893873e-11,-0.5015869639660656,0.8592526967166622,-0.1004754734472479,-0.01957070707384135,0.10484224054235176,0.9942962797992808,-0.8648858335136609,-0.5006924282993187,0.0357713185542814
0.8,16,1,0.0,4.333342374871281e-34,7.551916241268094e-20,-7.551916241268094e-20,0.5,1.358567977886496e-20,9.746914348961121e-11,0.11865639388955453,-0.21576449773218803,-0.9692091320801222,-0.11890741171831697,-0.9721682899739504,0.20186590451974773,0.9857898800921027,-0.09129346876267819,0.14100998145264657
0.8,17,0,0.0,0.0,6.260973533152131e-20,-6.260973533152131e-20,0.5,1.2331482542252411e-20,9.613336571273652e-11,-0.873470602175046,-0.4815009493556953,-0.07215222037835478,0.48529627272113957,-0.8490901056705995,-0.2086468790450974,0.03919993403632222,-0.21726211891209382,0.9753258618827736
0.8,18,1,0.0,5.484386443196465e-34,6.306919676047327e-20,-6.306919676047327e-20,0.5,1.2280102575099528e-20,9.656136871321402e-11,-0.2659664489884421,0.1519399789493178,0.9519328184327713,-0.0028891970381336946,0.9873702442534844,-0.1584034510460223,0.9639779564670306,0.04488032461377925,0.26216837320357617
0.8,19,7,1.925929944387236e-34,0.0,6.946073205753557e-20,-6.946073205753537e-20,0.5,1.3371334350516857e-20,9.668882029451022e-11,0.9539111004763549,-0.23625483594586308,0.1850331453555907,-0.23294970088611286,-0.19427202871026816,0.9528865702264186,0.18917729573559128,0.9520724926472226,0.24035373831640944
0.8,20,2,7.703719777548943e-34,0.0,5.83362308822394e-20,-5.833623088223864e-20,0.5,1.2479265373763634e-20,9.711730173527403e-11,0.02558167247700152,0.6394586169725958,-0.7683998016740858,-0.9398246020564694,0.27734801435325823,0.19951891214545014,-0.3406982470711464,-0.7170570102981576,-0.6080739662449923
0.8,21,6,5.8259380817713885e-33,0.0,5.584315229003401e-20,-5.584315229002819e-20,0.5,1.2169709378054953e-20,9.846892603356825e-11,0.20121500120594796,0.3143084899289886,0.9277514195344836,0.9560354130295067,0.14325211578079766,-0.2558810668217282,0.213327945255187,-0.9384503207663265,0.271665572398821
0.8,22,5,3.0814879110195774e-33,1.925929944387236e-34,6.888961745900919e-20,-6.888961745900611e-20,0.5,1.3256369765249167e-20,9.732641691569578e-11,-0.9172469532324277,-0.39787160947934536,0.018873504076993085,0.38811146830080223,-0.8820791178757653,0.2670316797327752,-0.08959640047166056,0.25225901826224617,0.9635029178616377
0.8,23,2,3.0814879110195774e-33,7.703719777548943e-34,5.290022943217388e-20,-5.29002294321708e-20,0.5,1.1427967046050148e-20,9.582365608294612e-11,0.13431236896215018,-0.7296111236685955,-0.6705429112016805,-0.2283128360505292,0.6356841801861365,-0.737413636947164,0.9642787129959196,0.2521373263796101,-0.08119933687583358
0.8,24,7,3.0814879110195774e-33,0.0,6.307109679271139e-20,-6.30710967927083e-20,0.5,1.2514819835562166e-20,9.641706765948946e-11,-0.07553620811592436,-0.9052434703126773,0.4181250300086433,-0.9674189120019733,0.1681503194743218,0.18927788767207313,0.24165042902292716,0.3902047277390431,0.8884510907208876
0.8,25,4,0.0,6.933347799794049e-33,6.48326383043046e-20,-6.48326383043046e-20,0.5,1.347249803313634e-20,9.613302843454172e-11,-0.236098798606661,-0.9716862689756872,0.009118770783373796,0.4080944133366296,-0.09063299632833129,0.9084297495018429,0.8818822522971255,-0.21820049186604998,-0.4179380796634392
0.8,26,6,0.0,1.925929944387236e-34,5.765173969529905e-20,-5.765173969529905e-20,0.5,1.210680623441974e-20,9.726446969066547e-11,0.017013941726049284,0.161573921282202,-0.986713937141072,0.26354555429803844,-0.952682798040461,-0.1514570141245961,-0.9644968982421601,-0.25746719045637984,-0.058790978217329516
0.8,27,5,0.0,5.183930087126288e-34,4.847569138359368e-20,-4.847569138359368e-20,0.5,1.0892057219333483e-20,9.865618673068157e-11,0.9787415778338863,0.015920977540947956,-0.20447847391198803,-0.00036953066352986,0.9971177858524083,0.07586820535560158,-0.2050970191550581,0.07417980573148714,-0.9759265183175159
0.8,28,1,6.770847460736376e-34,3.0814879110195774e-33,5.765275280476795e-20,-5.765275280476728e-20,0.5,1.1778751455958718e-20,9.68318688550706e-11,-0.8608559620526796,0.15871049383272876,-0.4834645713449196,0.4857207116452086,-0.02688927469857743,-0.8737003818157897,-0.15166543060912488,-0.9869589383891816,-0.05394118178023696
0.8,29,3,3.0814879110195774e-33,3.0814879110195774e-33,5.961054652379028e-20,-5.96105465237872e-20,0.5,1.2338889645960177e-20,9.705241926029303e-11,-0.7909586185230948,0.5627941315196144,0.24009837423672922,0.6022142630309121,0.7854741072948578,0.14271793220013376,-0.10827024131465986,0.25747464417915816,-0.9602001679079636
0.8,30,3,7.703719777548943e-34,2.034263503759018e-33,7.625113179792472e-20,-7.625113179792395e-20,0.5,1.3829111588255577e-20,9.707872301998973e-11,-0.4650428848611571,0.2431659411110733,-0.8512375933448773,0.0816707901637428,0.9692209158379098,0.23225136885786754,-0.8815129024774863,-0.03848559945341965,0.4705888453846187
0.8,31,7,3.0814879110195774e-33,5.89816045468591e-34,6.149026915352052e-20,-6.149026915351744e-20,0.5,1.2336721566271754e-20,9.734302946424112e-11,0.15958339410996636,0.2749881458875122,-0.9481111010560375,-0.13204170508718183,0.9577352560597417,0.2555546270718856,0.9783139212472027,0.0844079313893945,0.18914854641917064
0.8,32,7,0.0,3.0814879110195774e-33,6.696504887011932e-20,-6.696504887011932e-20,0.5,1.311698544698553e-20,9.640105175836154e-11,0.663253460414796,-0.7248798442845324,0.18612914494466112,-0.7456508010969323,-0.6187802096108628,0.24721637287493725,0.06402913474357988,0.30275446097609576,0.950915351786405
0.8,33,7,1.925929944387236e-34,1.232595164407831e-32,5.780710222810916e-20,-5.780710222810896e-20,0.5,1.2478997566873142e-20,9.938388065621515e-11,0.8307228180011391,0.05910178688963056,0.5535400423083223,0.20416392045517157,-0.9574077520818134,-0.2041751450055156,0.5178964116363198,0.28262585722155226,-0.8074069182537429
0.8,34,5,7.703719777548943e-34,0.0,6.421332778629571e-20,-6.421332778629494e-20,0.5,1.2972585567103574e-20,9.636776708324036e-11,-0.1758286087254245,-0.7120235823369672,-0.6797843176697398,-0.9412128612216333,0.3239317899152568,-0.09584646760984186,-0.28844869623949065,-0.622969191514361,0.7271222291071023
0.8,35,5,4.81482486096809e-35,0.0,5.928661486370006e-20,-5.928661486370002e-20,0.5,1.1852737073006674e-20,9.647125417545176e-11,0.9096699036688745,0.41464122867697606,0.023944056471462614,-0.03337231230970184,0.13043525488483448,-0.9908950161617689,0.4139890761081657,-0.9005883053990766,-0.1324905620847275
0.8,36,5,1.925929944387236e-34,4.26711796188183e-35,5.241636292376066e-20,-5.2416362923760465e-20,0.5,1.113521427881641e-20,9.681098980396038e-11,0.18889069849452383,0.09741129265377417,0.9771547186018045,-0.019248585441949247,0.9952439126472096,-0.09549369768292386,-0.9818094499301184,-0.0007709750617156411,0.1898673474438741
0.8,37,1,3.0814879110195774e-33,0.0,6.056940552040132e-20,-6.056940552039824e-20,0.5,1.2025411129930466e-20,9.757656686557442e-11,-0.8766580840143643,0.48084014965035016,0.016228192027855116,0.48098668722742927,0.8751518505497075,0.0525456486248464,-0.011063925145617517,-0.05387011175453612,0.9984866552037267
0.8,38,4,1.925929944387236e-34,3.0814879110195774e-33,6.192171963713478e-20,-6.192171963713458e-20,0.5,1.2502549700385203e-20,9.967309616673046e-11,-0.10118388094520987,0.7049089932687505,0.7020435409899464,0.9919069093466948,0.1258819659916042,0.016565440784250166,0.07669749321206978,-0.6980379945269412,0.7119413267480619
0.8,39,4,5.5641319799562486e-33,0.0,7.194806766259499e-20,-7.194806766258943e-20,0.5,1.3492724381014356e-20,9.90591031686763e-11,0.9365860685672892,0.0813725853316059,-0.34085926497914004,-0.3260032788106605,-0.15452211670851476,-0.9326546936849774,-0.12856281885853313,0.984632630843986,-0.11819553242148713
0.8,40,0,0.0,1.2714146898493862e-34,6.342758837986086e-20,-6.342758837986086e-20,0.5,1.2227567151407819e-20,9.643785174654032e-11,-0.815498489576714,-0.10338246416075553,-0.5694508579343334,0.05333393086047955,-0.9931539659573546,0.10392637645057856,-0.5762965428506284,0.05438075008699312,0.8154293523772553
0.8,41,6,3.478710962049445e-33,7.703719777548943e-34,5.015243597117135e-20,-5.015243597116787e-20,0.5,1.0922813365799305e-20,9.615497995441345e-11,-0.5914644483631576,0.07053359802186397,-0.8032401993629028,0.7893168941972846,-0.15291365385670735,-0.5946396009339975,-0.16476846421256627,-0.9857192430310937,0.034769629265206825
0.8,42,3,0.0,1.1754943508222875e-36,7.038505669725351e-20,-7.038505669725351e-20,0.5,1.326922259844499e-20,9.939510670435194e-11,0.011421146819704691,-0.9956876876808691,-0.09206294589055385,0.11200868196025013,0.09276342338464713,-0.9893679813130645,-0.9936415915770617,-0.0009878677221022891,-0.11258513048163894
0.8,43,4,0.0,3.0814879110195774e-33,5.919940269718294e-20,-5.919940269718294e-20,0.5,1.224368883661523e-20,9.729282381004483e-11,-0.5851917224312194,-0.7752119696390977,0.2379013453645302,0.22004708695753392,0.1305610326143583,0.9667125199790142,0.7804677620523849,-0.6180616626613202,-0.09417989990049062
0.8,44,0,1.925929944387236e-34,2.7083389842945504e-35,4.679018995374159e-20,-4.67901899537414e-20,0.5,1.066445449213031e-20,9.761477810307337e-11,0.29869204559954954,-0.10000938286350076,0.949094929516968,0.06574369837716193,-0.989975204567412,-0.125007441640102,-0.9520823640800045,-0.09973573945024762,0.2891227322161683
0.8,45,3,1.7333369499485123e-33,0.0,5.611008147664966e-20,-5.611008147664793e-20,0.5,1.1631330228410515e-20,9.67743150376793e-11,0.6735123273963377,-0.7382853863481708,-0.03627441453560431,-0.14699402330777414,-0.0856806495510269,-0.9854194961559812,-0.7244127980698638,-0.6690243004737595,0.16623051274717224
0.8,46,4,1.232595164407831e-32,1.2037062152420224e-35,6.793538520327524e-20,-6.793538520326291e-20,0.5,1.3140919171369389e-20,9.822084631867983e-11,0.8037361703826678,0.5618241837324125,0.19586157099342327,-0.5505731674115026,0.8270840301582381,-0.11314236334668108,0.2255600932796658,0.016899515907310807,-0.9740826713794714
0.8,47,7,0.0,0.0,7.651270028895271e-20,-7.651270028895271e-20,0.5,1.3736058602807508e-20,9.821251198466865e-11,0.5883658508494639,0.7970369168697489,0.13622693823525373,-0.0322485840918919,-0.14520968081193253,0.9888752082151544,0.8079515173349453,-0.5862135291788769,-0.05973310509094333
0.8,48,0,4.81482486096809e-35,1.232595164407831e-32,6.048184311892486e-20,-6.048184311892481e-20,0.5,1.2048827191468376e-20,9.74883083695503e-11,0.08586487181386693,0.5763707289906674,-0.812664756557804,0.9949246109595632,-0.09255507577244451,0.039478810211541385,-0.052461817254810035,-0.8119300097597614,-0.5813926530167344
0.8,49,6,0.0,0.0,6.241704169139181e-20,-6.241704169139181e-20,0.5,1.2448256072747603e-20,9.7929965391164e-11,0.4480035535426978,0.8806195923316933,-0.15427880481348447,-0.893743516105793,0.43675860227524604,-0.10229589804790755,-0.022701177108407373,0.18371460742202422,0.9827174566362726
