N,p,dataset_index,empirical_g12,empirical_g13,empirical_g23,population_max_gram_error
256,0.6180339887498949,9,0.0,0.0,1.0,0.0
256,0.6180339887498949,10,0.0,0.0,1.0,0.0
256,0.6180339887498949,11,0.0,0.0,1.0,0.0
256,0.6180339887498949,12,0.0,0.0,1.0,0.0
256,0.6180339887498949,13,0.09274120823906251,0.01868839620019569,0.8134731516239164,0.18652684837608358
256,0.6180339887498949,14,0.03759371489338198,0.014708008614277346,0.9030082698715421,0.09699173012845785
256,0.6180339887498949,15,0.17691676824483543,0.1599754173296578,0.4399374236509636,0.5600625763490363
256,0.6180339887498949,16,0.11692400638254946,0.07637672590741057,0.6538695172495499,0.3461304827504501
256,0.6180339887498949,17,0.0,0.0,1.0,0.0
256,0.6180339887498949,18,0.0,0.0,1.0,0.0
256,0.6180339887498949,19,0.0,0.0,1.0,0.0
256,0.6180339887498949,20,0.11078864442370245,0.02890379020411943,0.7615427701161493,0.23845722988385065
256,0.6180339887498949,21,0.0,0.0,1.0,0.0
256,0.6180339887498949,22,0.0,0.0,1.0,0.0
256,0.6180339887498949,23,0.04191390052550903,0.029030989099049165,0.8641995855584873,0.1358004144415127
256,0.6180339887498949,24,0.0,0.0,1.0,0.0
256,0.6180339887498949,25,0.0687842969010703,0.023336524350753896,0.8346724866924128,0.16532751330758721
256,0.6180339887498949,26,0.12175961361134047,0.06743140864383995,0.6632237843963681,0.3367762156036319
256,0.6180339887498949,27,0.06837284101041796,0.029954555604637445,0.8197248054696675,0.18027519453033247
256,0.6180339887498949,28,0.0,0.0,1.0,0.0
256,0.6180339887498949,29,0.0,0.0,1.0,0.0
256,0.6180339887498949,30,0.0,0.0,1.0,0.0
256,0.6180339887498949,31,0.0,0.0,1.0,0.0
256,0.6180339887498949,32,0.0901690545733082,0.018076369133544712,0.8186952779197244,0.1813047220802756
256,0.6180339887498949,33,0.0,0.0,1.0,0.0
256,0.6180339887498949,34,0.0,0.0,1.0,0.0
256,0.6180339887498949,35,0.0245832878415565,0.00930847291040221,0.9368250452432367,0.06317495475676327
256,0.6180339887498949,36,0.0,0.0,1.0,0.0
256,0.6180339887498949,37,0.0,0.0,1.0,0.0
256,0.6180339887498949,38,0.023536881502073226,0.007705832789986322,0.9426068135930403,0.05739318640695967
256,0.6180339887498949,39,0.0,0.0,1.0,0.0
256,0.6180339887498949,40,0.04410553418982216,0.011462748414214408,0.9017286709855106,0.09827132901448943
256,0.6180339887498949,41,0.23147676162360692,0.09007876893576955,0.4786422030722274,0.5213577969277726
256,0.6180339887498949,42,0.28677697377027533,0.0422212895286499,0.5133261122684776,0.4866738877315224
256,0.6180339887498949,43,0.0,0.0,1.0,0.0
256,0.6180339887498949,44,0.0,0.0,1.0,0.0
256,0.6180339887498949,45,0.0,0.0,1.0,0.0
256,0.6180339887498949,46,0.1658806733339353,0.047274071678483576,0.6446451978097868,0.3553548021902132
256,0.6180339887498949,47,0.0,0.0,1.0,0.0
256,0.6180339887498949,48,0.0,0.0,1.0,0.0
256,0.6180339887498949,49,0.19883425726117393,0.05947272383041624,0.5765523998885533,0.42344760011144666
256,0.6180339887498949,50,0.12272235441148838,0.02810269852558389,0.7476188573088669,0.2523811426911331
256,0.6180339887498949,51,0.06312803439093634,0.018854451066645184,0.8542441850785688,0.1457558149214312
256,0.6180339887498949,52,0.06370908256353053,0.02082942970944146,0.8483559417842729,0.15164405821572713
256,0.6180339887498949,53,0.0,0.0,1.0,0.0
256,0.6180339887498949,54,0.18459281168286662,0.037643699512308615,0.6439751973547806,0.3560248026452194
256,0.6180339887498949,55,0.0,0.0,1.0,0.0
256,0.6180339887498949,56,0.0,0.0,1.0,0.0
256,0.6180339887498949,57,0.1476141115212014,0.03796543407198977,0.6900470635207874,0.3099529364792126
256,0.6180339887498949,58,0.0,0.0,1.0,0.0
256,0.6180339887498949,59,0.0,0.0,1.0,0.0
256,0.6180339887498949,60,0.0,0.0,1.0,0.0
256,0.6180339887498949,61,0.0,0.0,1.0,0.0
256,0.6180339887498949,62,0.0,0.0,1.0,0.0
256,0.6180339887498949,63,0.10374040515048466,0.033174622023628586,0.760749147944562,0.23925085205543795
256,0.6180339887498949,64,0.22726068607275735,0.06504966573247639,0.5305632577182193,0.4694367422817807
256,0.6180339887498949,65,0.042365883722418785,0.020094284122590844,0.8827141010023767,0.11728589899762332
256,0.6180339887498949,66,0.0,0.0,1.0,0.0
256,0.6180339887498949,67,0.0,0.0,1.0,0.0
256,0.6180339887498949,68,0.0,0.0,1.0,0.0
256,0.6180339887498949,69,0.10228848424594733,0.029687568007044196,0.7712353617575856,0.22876463824241444
256,0.6180339887498949,70,0.1394258986384126,0.06623360014677948,0.6405222046031073,0.35947779539689273
256,0.6180339887498949,71,0.0,0.0,1.0,0.0
256,0.6180339887498949,72,0.0,0.0,1.0,0.0
256,0.6180339887498949,73,0.08278850631292622,0.0119813790518421,0.8472506270668245,0.15274937293317548
256,0.6180339887498949,74,0.16493731905633047,0.05347012858718497,0.6322481777286532,0.36775182227134684
256,0.6180339887498949,75,0.0,0.0,1.0,0.0
256,0.6180339887498949,76,0.05082454444488249,0.026162607213559008,0.8555551889312651,0.14444481106873486
256,0.6180339887498949,77,0.0,0.0,1.0,0.0
256,0.6180339887498949,78,0.0,0.0,1.0,0.0
256,0.6180339887498949,79,0.0846465897386327,0.05238538011060978,0.7477998596320685,0.2522001403679315
256,0.6180339887498949,80,0.0,0.0,1.0,0.0
256,0.6180339887498949,81,0.1523845672052379,0.04620714164647499,0.6645934904206706,0.3354065095793294
256,0.6180339887498949,82,0.0,0.0,1.0,0.0
256,0.6180339887498949,83,0.0,0.0,1.0,0.0
256,0.6180339887498949,84,0.0,0.0,1.0,0.0
256,0.6180339887498949,85,0.06815198963602964,0.035918659119317076,0.8070347394081013,0.19296526059189867
256,0.6180339887498949,86,0.0,0.0,1.0,0.0
256,0.6180339887498949,87,0.20314968751735307,0.09483231420554683,0.504788839788882,0.495211160211118
256,0.6180339887498949,88,0.0,0.0,1.0,0.0
256,0.6180339887498949,89,0.0,0.0,1.0,0.0
256,0.6180339887498949,90,0.0,0.0,1.0,0.0
256,0.6180339887498949,91,0.35744467057711754,0.08008219493687407,0.3595680462527582,0.6404319537472418
256,0.6180339887498949,92,0.09600151559818165,0.03095305174643881,0.7769469646128825,0.22305303538711752
256,0.6180339887498949,93,0.0,0.0,1.0,0.0
256,0.6180339887498949,94,0.021197859414658238,0.013119356379460712,0.9334587558449274,0.06654124415507257
256,0.6180339887498949,95,0.0,0.0,1.0,0.0
256,0.6180339887498949,96,0.0038779289276534845,0.002866207121267561,0.9866327615497851,0.013367238450214924
256,0.6180339887498949,97,0.0,0.0,1.0,0.0
256,0.6180339887498949,98,0.0,0.0,1.0,0.0
256,0.6180339887498949,99,0.0,0.0,1.0,0.0
256,0.65,0,0.07900507960197045,0.02730353735059987,0.8100863141877511,0.18991368581224888
256,0.65,1,0.0,0.0,1.0,0.0
256,0.65,2,0.0,0.0,1.0,0.0
256,0.65,3,0.0,0.0,1.0,0.0
256,0.65,4,0.0,0.0,1.0,0.0
256,0.65,5,0.0,0.0,1.0,0.0
256,0.65,6,0.0,0.0,1.0,0.0
256,0.65,7,0.0,0.0,1.0,0.0
256,0.65,8,0.0,0.0,1.0,0.0
256,0.65,9,0.0,0.0,1.0,0.0
256,0.65,10,0.0,0.0,1.0,0.0
256,0.65,11,0.0,0.0,1.0,0.0
256,0.65,12,0.0,0.0,1.0,0.0
256,0.65,13,0.0,0.0,1.0,0.0
256,0.65,14,0.0,0.0,1.0,0.0
256,0.65,15,0.0,0.0,1.0,0.0
256,0.65,16,0.0,0.0,1.0,0.0
256,0.65,17,0.0,0.0,1.0,0.0
256,0.65,18,0.0,0.0,1.0,0.0
256,0.65,19,0.03718403219699079,0.010259435871190437,0.9151863894395994,0.0848136105604006
256,0.65,20,0.0,0.0,1.0,0.0
256,0.65,21,0.0,0.0,1.0,0.0
256,0.65,22,0.0,0.0,1.0,0.0
256,0.65,23,0.03827660616080486,0.02268851064612326,0.883631622379431,0.11636837762056895
256,0.65,24,0.14159190386156228,0.05872928508456249,0.6523715757703097,0.3476284242296903
256,0.65,25,0.0,0.0,1.0,0.0
256,0.65,26,0.11252479465341775,0.04134905449908044,0.7295985306296329,0.27040146937036713
256,0.65,27,0.031439731454846465,0.008381756720891476,0.9288875788014199,0.07111242119858008
256,0.65,28,0.0,0.0,1.0,0.0
256,0.65,29,0.007178281511960982,0.0019132284188995152,0.9835578761845298,0.016442123815470167
256,0.65,30,0.0,0.0,1.0,0.0
256,0.65,31,0.0,0.0,1.0,0.0
256,0.65,32,0.0,0.0,1.0,0.0
256,0.65,33,0.028629561030740047,0.027636439083521924,0.8906418951618456,0.10935810483815445
256,0.65,34,0.0,0.0,1.0,0.0
256,0.65,35,0.03417400189830011,0.009834334511590326,0.920808486030811,0.079191513969189
256,0.65,36,0.0,0.0,1.0,0.0
256,0.65,37,0.0963677427705304,0.06605840872700497,0.7037118442397864,0.2962881557602136
256,0.65,38,0.0,0.0,1.0,0.0
256,0.65,39,0.020803912805172742,0.015004229369128486,0.930113602438267,0.06988639756173298
256,0.65,40,0.0,0.0,1.0,0.0
256,0.65,41,0.0,0.0,1.0,0.0
256,0.65,42,0.0,0.0,1.0,0.0
256,0.65,43,0.0,0.0,1.0,0.0
256,0.65,44,0.0,0.0,1.0,0.0
256,0.65,45,0.0,0.0,1.0,0.0
256,0.65,46,0.0,0.0,1.0,0.0
256,0.65,47,0.0,0.0,1.0,0.0
256,0.65,48,0.0,0.0,1.0,0.0
256,0.65,49,0.4925965418303119,0.03918071738474277,0.312819871432237,0.687180128567763
256,0.65,50,0.0,0.0,1.0,0.0
256,0.65,51,0.0,0.0,1.0,0.0
256,0.65,52,0.0,0.0,1.0,0.0
256,0.65,53,0.0,0.0,1.0,0.0
256,0.65,54,0.0,0.0,1.0,0.0
256,0.65,55,0.0,0.0,1.0,0.0
256,0.65,56,0.0,0.0,1.0,0.0
256,0.65,57,0.18107638291881412,0.04389141422736237,0.6331570296426874,0.3668429703573126
256,0.65,58,0.003854352054184884,0.0012796731470536837,0.9904454838849426,0.009554516115057421
256,0.65,59,0.05038294917055286,0.02509156042166566,0.85863249012646,0.14136750987353996
256,0.65,60,0.15087008434436577,0.03176794600575772,0.7014016209117871,0.29859837908821285
256,0.65,61,0.06098424353276655,0.01762864969586564,0.8605543507679283,0.1394456492320717
256,0.65,62,0.0,0.0,1.0,0.0
256,0.65,63,0.0,0.0,1.0,0.0
256,0.65,64,0.0,0.0,1.0,0.0
256,0.65,65,0.0,0.0,1.0,0.0
256,0.65,66,0.1382044175430499,0.03314099386520819,0.7142608764091988,0.2857391235908012
256,0.65,67,0.0,0.0,1.0,0.0
256,0.65,68,0.0,0.0,1.0,0.0
256,0.65,69,0.2031697854424072,0.04780911002548538,0.5967519893755351,0.4032480106244649
256,0.65,70,0.013663593186624468,0.009346701124878953,0.9549034866680747,0.045096513331925325
256,0.65,71,0.0,0.0,1.0,0.0
256,0.65,72,0.20513358134061183,0.08003576875775331,0.528526028787082,0.471473971212918
256,0.65,73,0.0,0.0,1.0,0.0
256,0.65,74,0.20125872456606325,0.05683292980669108,0.5791304017986634,0.4208695982013366
256,0.65,75,0.0,0.0,1.0,0.0
256,0.65,76,0.0,0.0,1.0,0.0
256,0.65,77,0.0,0.0,1.0,0.0
256,0.65,78,0.0,0.0,1.0,0.0
256,0.65,79,0.0,0.0,1.0,0.0
256,0.65,80,0.004315224457427824,0.0026252221174237755,0.9863740281895089,0.013625971810491078
256,0.65,81,0.0,0.0,1.0,0.0
256,0.65,82,0.1862521524300222,0.053155225141961415,0.6057152788297006,0.39428472117029945
256,0.65,83,0.009511713212441042,0.00449146424356428,0.9731014939741216,0.0268985060258784
256,0.65,84,0.0,0.0,1.0,0.0
256,0.65,85,0.0,0.0,1.0,0.0
256,0.65,86,0.0,0.0,1.0,0.0
256,0.65,87,0.0,0.0,1.0,0.0
256,0.65,88,0.0,0.0,1.0,0.0
256,0.65,89,0.0,0.0,1.0,0.0
256,0.65,90,0.0,0.0,1.0,0.0
256,0.65,91,0.0,0.0,1.0,0.0
256,0.65,92,0.0,0.0,1.0,0.0
256,0.65,93,0.14075287941842918,0.10192321329177173,0.5755842719482347,0.4244157280517653
256,0.65,94,0.053911536831773854,0.013385625714109839,0.8822386561641241,0.11776134383587589
256,0.65,95,0.10186121235188517,0.0841179315267907,0.6632500196673472,0.3367499803326528
256,0.65,96,0.0,0.0,1.0,0.0
256,0.65,97,0.0,0.0,1.0,0.0
256,0.65,98,0.0,0.0,1.0,0.0
256,0.65,99,0.0,0.0,1.0,0.0
256,0.8,0,0.0,0.0,1.0,0.0
256,0.8,1,0.0,0.0,1.0,0.0
256,0.8,2,0.0,0.0,1.0,0.0
256,0.8,3,0.0,0.0,1.0,0.0
256,0.8,4,0.0,0.0,1.0,0.0
256,0.8,5,0.0,0.0,1.0,0.0
256,0.8,6,0.0,0.0,1.0,0.0
256,0.8,7,0.0,0.0,1.0,0.0
256,0.8,8,0.0,0.0,1.0,0.0
256,0.8,9,0.0,0.0,1.0,0.0
256,0.8,10,0.0,0.0,1.0,0.0
256,0.8,11,0.0,0.0,1.0,0.0
256,0.8,12,0.0,0.0,1.0,0.0
256,0.8,13,0.0,0.0,1.0,0.0
256,0.8,14,0.0,0.0,1.0,0.0
256,0.8,15,0.0,0.0,1.0,0.0
256,0.8,16,0.0,0.0,1.0,0.0
256,0.8,17,0.0,0.0,1.0,0.0
256,0.8,18,0.0,0.0,1.0,0.0
256,0.8,19,0.0,0.0,1.0,0.0
256,0.8,20,0.0,0.0,1.0,0.0
256,0.8,21,0.0,0.0,1.0,0.0
256,0.8,22,0.0,0.0,1.0,0.0
256,0.8,23,0.0,0.0,1.0,0.0
256,0.8,24,0.0,0.0,1.0,0.0
256,0.8,25,0.0,0.0,1.0,0.0
256,0.8,26,0.0,0.0,1.0,0.0
256,0.8,27,0.0,0.0,1.0,0.0
256,0.8,28,0.0,0.0,1.0,0.0
256,0.8,29,0.0,0.0,1.0,0.0
256,0.8,30,0.0,0.0,1.0,0.0
256,0.8,31,0.0,0.0,1.0,0.0
256,0.8,32,0.0,0.0,1.0,0.0
256,0.8,33,0.0,0.0,1.0,0.0
256,0.8,34,0.0,0.0,1.0,0.0
256,0.8,35,0.0,0.0,1.0,0.0
256,0.8,36,0.0,0.0,1.0,0.0
256,0.8,37,0.0,0.0,1.0,0.0
256,0.8,38,0.0,0.0,1.0,0.0
256,0.8,39,0.0,0.0,1.0,0.0
256,0.8,40,0.0,0.0,1.0,0.0
256,0.8,41,0.0,0.0,1.0,0.0
256,0.8,42,0.0,0.0,1.0,0.0
256,0.8,43,0.0,0.0,1.0,0.0
256,0.8,44,0.0,0.0,1.0,0.0
256,0.8,45,0.0,0.0,1.0,0.0
256,0.8,46,0.0,0.0,1.0,0.0
256,0.8,47,0.0,0.0,1.0,0.0
256,0.8,48,0.0,0.0,1.0,0.0
256,0.8,49,0.0,0.0,1.0,0.0
256,0.8,50,0.0,0.0,1.0,0.0
256,0.8,51,0.0,0.0,1.0,0.0
256,0.8,52,0.0,0.0,1.0,0.0
256,0.8,53,0.0,0.0,1.0,0.0
256,0.8,54,0.0,0.0,1.0,0.0
256,0.8,55,0.0,0.0,1.0,0.0
256,0.8,56,0.0,0.0,1.0,0.0
256,0.8,57,0.0,0.0,1.0,0.0
256,0.8,58,0.0,0.0,1.0,0.0
256,0.8,59,0.0,0.0,1.0,0.0
256,0.8,60,0.0,0.0,1.0,0.0
256,0.8,61,0.0,0.0,1.0,0.0
256,0.8,62,0.0,0.0,1.0,0.0
256,0.8,63,0.0,0.0,1.0,0.0
256,0.8,64,0.0,0.0,1.0,0.0
256,0.8,65,0.0,0.0,1.0,0.0
256,0.8,66,0.0,0.0,1.0,0.0
256,0.8,67,0.0,0.0,1.0,0.0
256,0.8,68,0.0,0.0,1.0,0.0
256,0.8,69,0.0,0.0,1.0,0.0
256,0.8,70,0.0,0.0,1.0,0.0
256,0.8,71,0.0,0.0,1.0,0.0
256,0.8,72,0.0,0.0,1.0,0.0
256,0.8,73,0.0,0.0,1.0,0.0
256,0.8,74,0.0,0.0,1.0,0.0
256,0.8,75,0.0,0.0,1.0,0.0
256,0.8,76,0.0,0.0,1.0,0.0
256,0.8,77,0.0,0.0,1.0,0.0
256,0.8,78,0.0,0.0,1.0,0.0
256,0.8,79,0.0,0.0,1.0,0.0
256,0.8,80,0.0,0.0,1.0,0.0
256,0.8,81,0.0,0.0,1.0,0.0
256,0.8,82,0.0,0.0,1.0,0.0
256,0.8,83,0.0,0.0,1.0,0.0
256,0.8,84,0.0,0.0,1.0,0.0
256,0.8,85,0.0,0.0,1.0,0.0
256,0.8,86,0.0,0.0,1.0,0.0
256,0.8,87,0.0,0.0,1.0,0.0
256,0.8,88,0.0,0.0,1.0,0.0
256,0.8,89,0.0,0.0,1.0,0.0
256,0.8,90,0.0,0.0,1.0,0.0
256,0.8,91,0.0,0.0,1.0,0.0
256,0.8,92,0.0,0.0,1.0,0.0
256,0.8,93,0.0,0.0,1.0,0.0
256,0.8,94,0.0,0.0,1.0,0.0
256,0.8,95,0.0,0.0,1.0,0.0
256,0.8,96,0.0,0.0,1.0,0.0
256,0.8,97,0.0,0.0,1.0,0.0
256,0.8,98,0.0,0.0,1.0,0.0
256,0.8,99,0.0,0.0,1.0,0.0
1024,0.2,0,1.0,0.0,0.0,0.0
1024,0.2,1,1.0,0.0,0.0,0.0
1024,0.2,2,1.0,0.0,0.0,0.0
1024,0.2,3,1.0,0.0,0.0,0.0
1024,0.2,4,1.0,0.0,0.0,0.0
1024,0.2,5,1.0,0.0,0.0,0.0
1024,0.2,6,1.0,0.0,0.0,0.0
1024,0.2,7,1.0,0.0,0.0,0.0
1024,0.2,8,1.0,0.0,0.0,0.0
1024,0.2,9,1.0,0.0,0.0,0.0
1024,0.2,10,1.0,0.0,0.0,0.0
1024,0.2,11,1.0,0.0,0.0,0.0
1024,0.2,12,1.0,0.0,0.0,0.0
1024,0.2,13,1.0,0.0,0.0,0.0
1024,0.2,14,1.0,0.0,0.0,0.0
1024,0.2,15,1.0,0.0,0.0,0.0
1024,0.2,16,1.0,0.0,0.0,0.0
1024,0.2,17,1.0,0.0,0.0,0.0
1024,0.2,18,1.0,0.0,0.0,0.0
1024,0.2,19,1.0,0.0,0.0,0.0
1024,0.2,20,1.0,0.0,0.0,0.0
1024,0.2,21,1.0,0.0,0.0,0.0
1024,0.2,22,1.0,0.0,0.0,0.0
1024,0.2,23,1.0,0.0,0.0,0.0
1024,0.2,24,1.0,0.0,0.0,0.0
1024,0.2,25,1.0,0.0,0.0,0.0
1024,0.2,26,1.0,0.0,0.0,0.0
1024,0.2,27,1.0,0.0,0.0,0.0
1024,0.2,28,1.0,0.0,0.0,0.0
1024,0.2,29,1.0,0.0,0.0,0.0
1024,0.2,30,1.0,0.0,0.0,0.0
1024,0.2,31,1.0,0.0,0.0,0.0
1024,0.2,32,1.0,0.0,0.0,0.0
1024,0.2,33,1.0,0.0,0.0,0.0
1024,0.2,34,1.0,0.0,0.0,0.0
1024,0.2,35,1.0,0.0,0.0,0.0
1024,0.2,36,1.0,0.0,0.0,0.0
1024,0.2,37,1.0,0.0,0.0,0.0
1024,0.2,38,1.0,0.0,0.0,0.0
1024,0.2,39,1.0,0.0,0.0,0.0
1024,0.2,40,1.0,0.0,0.0,0.0
1024,0.2,41,1.0,0.0,0.0,0.0
1024,0.2,42,1.0,0.0,0.0,0.0
1024,0.2,43,1.0,0.0,0.0,0.0
1024,0.2,44,1.0,0.0,0.0,0.0
1024,0.2,45,1.0,0.0,0.0,0.0
1024,0.2,46,1.0,0.0,0.0,0.0
1024,0.2,47,1.0,0.0,0.0,0.0
1024,0.2,48,1.0,0.0,0.0,0.0
1024,0.2,49,1.0,0.0,0.0,0.0
1024,0.2,50,1.0,0.0,0.0,0.0
1024,0.2,51,1.0,0.0,0.0,0.0
1024,0.2,52,1.0,0.0,0.0,0.0
1024,0.2,53,1.0,0.0,0.0,0.0
1024,0.2,54,1.0,0.0,0.0,0.0
1024,0.2,55,1.0,0.0,0.0,0.0
1024,0.2,56,1.0,0.0,0.0,0.0
1024,0.2,57,1.0,0.0,0.0,0.0
1024,0.2,58,1.0,0.0,0.0,0.0
1024,0.2,59,1.0,0.0,0.0,0.0
1024,0.2,60,1.0,0.0,0.0,0.0
1024,0.2,61,1.0,0.0,0.0,0.0
1024,0.2,62,1.0,0.0,0.0,0.0
1024,0.2,63,1.0,0.0,0.0,0.0
1024,0.2,64,1.0,0.0,0.0,0.0
1024,0.2,65,1.0,0.0,0.0,0.0
1024,0.2,66,1.0,0.0,0.0,0.0
1024,0.2,67,1.0,0.0,0.0,0.0
1024,0.2,68,1.0,0.0,0.0,0.0
1024,0.2,69,1.0,0.0,0.0,0.0
1024,0.2,70,1.0,0.0,0.0,0.0
1024,0.2,71,1.0,0.0,0.0,0.0
1024,0.2,72,1.0,0.0,0.0,0.0
1024,0.2,73,1.0,0.0,0.0,0.0
1024,0.2,74,1.0,0.0,0.0,0.0
1024,0.2,75,1.0,0.0,0.0,0.0
1024,0.2,76,1.0,0.0,0.0,0.0
1024,0.2,77,1.0,0.0,0.0,0.0
1024,0.2,78,1.0,0.0,0.0,0.0
1024,0.2,79,1.0,0.0,0.0,0.0
1024,0.2,80,1.0,0.0,0.0,0.0
1024,0.2,81,1.0,0.0,0.0,0.0
1024,0.2,82,1.0,0.0,0.0,0.0
1024,0.2,83,1.0,0.0,0.0,0.0
1024,0.2,84,1.0,0.0,0.0,0.0
1024,0.2,85,1.0,0.0,0.0,0.0
1024,0.2,86,1.0,0.0,0.0,0.0
1024,0.2,87,1.0,0.0,0.0,0.0
1024,0.2,88,1.0,0.0,0.0,0.0
1024,0.2,89,1.0,0.0,0.0,0.0
1024,0.2,90,1.0,0.0,0.0,0.0
1024,0.2,91,1.0,0.0,0.0,0.0
1024,0.2,92,1.0,0.0,0.0,0.0
1024,0.2,93,1.0,0.0,0.0,0.0
1024,0.2,94,1.0,0.0,0.0,0.0
1024,0.2,95,1.0,0.0,0.0,0.0
1024,0.2,96,1.0,0.0,0.0,0.0
1024,0.2,97,1.0,0.0,0.0,0.0
1024,0.2,98,1.0,0.0,0.0,0.0
1024,0.2,99,1.0,0.0,0.0,0.0
1024,0.35,0,1.0,0.0,0.0,0.0
1024,0.35,1,1.0,0.0,0.0,0.0
1024,0.35,2,1.0,0.0,0.0,0.0
1024,0.35,3,1.0,0.0,0.0,0.0
1024,0.35,4,1.0,0.0,0.0,0.0
1024,0.35,5,1.0,0.0,0.0,0.0
1024,0.35,6,0.8482691051774437,0.02542212734289173,0.0564983089972404,0.1517308948225563
1024,0.35,7,1.0,0.0,0.0,0.0
1024,0.35,8,1.0,0.0,0.0,0.0
1024,0.35,9,1.0,0.0,0.0,0.0
1024,0.35,10,1.0,0.0,0.0,0.0
1024,0.35,11,1.0,0.0,0.0,0.0
1024,0.35,12,1.0,0.0,0.0,0.0
1024,0.35,13,1.0,0.0,0.0,0.0
1024,0.35,14,0.9153782376379935,0.014136705667584792,0.030652546543133763,0.08462176236200647
1024,0.35,15,1.0,0.0,0.0,0.0
1024,0.35,16,0.8196010122657635,0.031786290193272615,0.06580384157341385,0.18039898773423646
1024,0.35,17,1.0,0.0,0.0,0.0
1024,0.35,18,0.7698444596322543,0.027300134648829633,0.10770178246619183,0.23015554036774566
1024,0.35,19,1.0,0.0,0.0,0.0
1024,0.35,20,1.0,0.0,0.0,0.0
1024,0.35,21,1.0,0.0,0.0,0.0
1024,0.35,22,1.0,0.0,0.0,0.0
1024,0.35,23,1.0,0.0,0.0,0.0
1024,0.35,24,0.8359581097678552,0.02847719068594906,0.05998638845322568,0.16404189023214477
1024,0.35,25,1.0,0.0,0.0,0.0
1024,0.35,26,1.0,0.0,0.0,0.0
1024,0.35,27,1.0,0.0,0.0,0.0
1024,0.35,28,1.0,0.0,0.0,0.0
1024,0.35,29,0.9521212187929683,0.007463905798311632,0.01787402257907239,0.047878781207031706
1024,0.35,30,1.0,0.0,0.0,0.0
1024,0.35,31,1.0,0.0,0.0,0.0
1024,0.35,32,1.0,0.0,0.0,0.0
1024,0.35,33,1.0,0.0,0.0,0.0
1024,0.35,34,1.0,0.0,0.0,0.0
1024,0.35,35,1.0,0.0,0.0,0.0
1024,0.35,36,1.0,0.0,0.0,0.0
1024,0.35,37,0.8538094345249809,0.025450103207905417,0.05291957966254346,0.14619056547501907
1024,0.35,38,1.0,0.0,0.0,0.0
1024,0.35,39,1.0,0.0,0.0,0.0
1024,0.35,40,1.0,0.0,0.0,0.0
1024,0.35,41,1.0,0.0,0.0,0.0
1024,0.35,42,1.0,0.0,0.0,0.0
1024,0.35,43,0.8167282089233167,0.029608163495993822,0.07086893933331068,0.18327179107668334
1024,0.35,44,1.0,0.0,0.0,0.0
1024,0.35,45,1.0,0.0,0.0,0.0
1024,0.35,46,0.7900182408697624,0.025213795166580566,0.09690014051871193,0.20998175913023764
1024,0.35,47,1.0,0.0,0.0,0.0
1024,0.35,48,1.0,0.0,0.0,0.0
1024,0.35,49,1.0,0.0,0.0,0.0
1024,0.35,50,1.0,0.0,0.0,0.0
1024,0.35,51,1.0,0.0,0.0,0.0
1024,0.35,52,1.0,0.0,0.0,0.0
1024,0.35,53,0.9595570181418227,0.004748656323765532,0.017721921792068884,0.040442981858177296
1024,0.35,54,1.0,0.0,0.0,0.0
1024,0.35,55,0.9697490147624979,0.004866130320553885,0.01098513116725408,0.030250985237502137
1024,0.35,56,1.0,0.0,0.0,0.0
1024,0.35,57,1.0,0.0,0.0,0.0
1024,0.35,58,1.0,0.0,0.0,0.0
1024,0.35,59,0.9047454497953609,0.013804060890995895,0.03792399607667074,0.09525455020463913
1024,0.35,60,1.0,0.0,0.0,0.0
1024,0.35,61,1.0,0.0,0.0,0.0
1024,0.35,62,0.9371188086848854,0.011139844312110347,0.021664135684656527,0.0628811913151146
1024,0.35,63,1.0,0.0,0.0,0.0
1024,0.35,64,1.0,0.0,0.0,0.0
1024,0.35,65,0.9799366756328889,0.0038763045372441907,0.006358153219777896,0.020063324367111113
1024,0.35,66,1.0,0.0,0.0,0.0
1024,0.35,67,1.0,0.0,0.0,0.0
1024,0.35,68,1.0,0.0,0.0,0.0
1024,0.35,69,1.0,0.0,0.0,0.0
1024,0.35,70,1.0,0.0,0.0,0.0
1024,0.35,71,1.0,0.0,0.0,0.0
1024,0.35,72,1.0,0.0,0.0,0.0
1024,0.35,73,1.0,0.0,0.0,0.0
1024,0.35,74,1.0,0.0,0.0,0.0
1024,0.35,75,0.9613780430448646,0.005382757393228466,0.015390518638437878,0.03862195695513537
1024,0.35,76,1.0,0.0,0.0,0.0
1024,0.35,77,0.8211012229269635,0.025581236640848715,0.07430474979825075,0.17889877707303647
1024,0.35,78,0.9871444357740842,0.0024046189482173075,0.004163511999131619,0.012855564225915828
1024,0.35,79,0.8441470629963213,0.030704769133258036,0.05183781455583464,0.15585293700367875
1024,0.35,80,0.6218668057031062,0.053981063650757166,0.17212493197249285,0.37813319429689385
1024,0.35,81,1.0,0.0,0.0,0.0
1024,0.35,82,1.0,0.0,0.0,0.0
1024,0.35,83,1.0,0.0,0.0,0.0
1024,0.35,84,1.0,0.0,0.0,0.0
1024,0.35,85,0.9703367662746823,0.004840928604554762,0.010665873562870742,0.02966323372531765
1024,0.35,86,1.0,0.0,0.0,0.0
1024,0.35,87,1.0,0.0,0.0,0.0
1024,0.35,88,1.0,0.0,0.0,0.0
1024,0.35,89,1.0,0.0,0.0,0.0
1024,0.35,90,1.0,0.0,0.0,0.0
