p,p_index,dataset_index,A,B,C,empirical_optimum,empirical_g12,empirical_g13,empirical_g23,theory_optimum,theory_g12,theory_g13,theory_g23,theory_D,best_initialization,alpha,beta,g12,g13,g23,D,deployed_gap,optimization_error,gram_error_to_empirical,gram_error_to_population,gradient_norm
0.15000000000000002,3,14,0.1600068877784042,1.0046178407380788,0.8388195339749716,0.1600068877784042,1.0,0.0,0.0,0.15000000000000002,1.0,0.0,0.0,1.0,0,1.5707963267440417,1.570796326878519,1.0,2.5862246272740718e-21,6.992702616090022e-21,1.0,-0.5,0.0,6.992702616090022e-21,6.992702616090022e-21,9.725357912645353e-11
0.15000000000000002,3,15,0.16827067455876776,0.9889861126777416,0.8493428455216923,0.16827067455876776,1.0,0.0,0.0,0.15000000000000002,1.0,0.0,0.0,1.0,0,1.5707963267381517,1.570796326879878,1.0,3.2199828008404193e-21,7.221820339054664e-21,1.0,-0.5,0.0,7.221820339054664e-21,7.221820339054664e-21,9.665978625856868e-11
0.15000000000000002,3,16,0.14640183143345323,1.034522913979548,0.8276590687843183,0.14640183143345323,1.0,0.0,0.0,0.15000000000000002,1.0,0.0,0.0,1.0,0,1.5707963267539526,1.5707963268739542,1.0,1.6764091835852004e-21,6.250102233594258e-21,1.0,-0.5,0.0,6.250102233594258e-21,6.250102233594258e-21,9.572856190764683e-11
0.15000000000000002,3,17,0.1372663289620955,1.0390106223740476,0.8025448375109,0.1372663289620955,1.0,0.0,0.0,0.15000000000000002,1.0,0.0,0.0,1.0,0,1.5707963268326863,1.5707963267124718,1.0,1.4280621879192012e-21,6.79384682046436e-21,1.0,-0.5,0.0,6.79384682046436e-21,6.79384682046436e-21,9.929637973631768e-11
0.15000000000000002,3,18,0.1572173816623564,0.9818357165369882,0.8673090965742005,0.1572173816623564,1.0,0.0,0.0,0.15000000000000002,1.0,0.0,0.0,1.0,0,1.5707963267389389,1.5707963268748322,1.0,3.131269131935094e-21,6.389692545720347e-21,1.0,-0.5,0.0,6.389692545720347e-21,6.389692545720347e-21,9.592808700294364e-11
0.15000000000000002,3,19,0.16695754519022846,1.022674032611126,0.8418000883470635,0.16695754519022846,1.0,0.0,0.0,0.15000000000000002,1.0,0.0,0.0,1.0,0,1.570796326743408,1.570796326881344,1.0,2.651081326047928e-21,7.473162403378083e-21,1.0,-0.5,0.0,7.473162403378083e-21,7.473162403378083e-21,9.948400217656345e-11
0.15000000000000002,3,20,0.15271045606914463,0.9584419861207164,0.8566926168388972,0.15271045606914463,1.0,0.0,0.0,0.15000000000000002,1.0,0.0,0.0,1.0,0,1.5707963267373184,1.5707963268747611,1.0,3.315252073705872e-21,6.378338069205469e-21,1.0,-0.5,0.0,6.378338069205469e-21,6.378338069205469e-21,9.48607697823174e-11
0.15000000000000002,3,21,0.14014128430683903,1.0450676278872832,0.8002047051056284,0.14014128430683903,1.0,0.0,0.0,0.15000000000000002,1.0,0.0,0.0,1.0,0,1.5707963267589526,1.5707963268740264,1.0,1.2919693922701103e-21,6.261517743401853e-21,1.0,-0.5,0.0,6.261517743401853e-21,6.261517743401853e-21,9.438684050242513e-11
0.15000000000000002,3,22,0.16115953044641537,1.0176461195424062,0.8526077008471099,0.16115953044641537,1.0,0.0,0.0,0.15000000000000002,1.0,0.0,0.0,1.0,0,1.570796326846385,1.5707963267106875,1.0,2.651045849528982e-21,7.091180166055826e-21,1.0,-0.5,0.0,7.091180166055826e-21,7.091180166055826e-21,9.985685596496454e-11
0.15000000000000002,3,23,0.15323926073119898,0.9590849697011782,0.8401360234415107,0.15323926073119898,1.0,0.0,0.0,0.15000000000000002,1.0,0.0,0.0,1.0,0,1.570796326736791,1.5707963268797758,1.0,3.3762586162749292e-21,7.20447070490508e-21,1.0,-0.5,0.0,7.20447070490508e-21,7.20447070490508e-21,9.879831882434821e-11
0.15000000000000002,3,24,0.1253484674612544,1.017969784213372,0.905942722335356,0.1253484674612544,1.0,0.0,0.0,0.15000000000000002,1.0,0.0,0.0,1.0,0,1.5707963268408487,1.570796326724035,1.0,2.111592714942569e-21,5.021366367495791e-21,1.0,-0.5,0.0,5.021366367495791e-21,5.021366367495791e-21,9.910827280347188e-11
0.15000000000000002,3,25,0.14310126038188214,0.9251905851221299,0.8944915957447588,0.14310126038188214,1.0,0.0,0.0,0.15000000000000002,1.0,0.0,0.0,1.0,0,1.5707963268667784,1.5707963267148886,1.0,5.166989230137862e-21,6.4012898981626045e-21,1.0,-0.5,0.0,6.4012898981626045e-21,6.4012898981626045e-21,9.96618237491937e-11
0.15000000000000002,3,26,0.16456885017487072,0.9714135012050434,0.8478048443550747,0.16456885017487072,1.0,0.0,0.0,0.15000000000000002,1.0,0.0,0.0,1.0,0,1.5707963268536862,1.5707963267100193,1.0,3.456214550864562e-21,7.20415225257492e-21,1.0,-0.5,0.0,7.20415225257492e-21,7.20415225257492e-21,9.663255558512712e-11
0.15000000000000002,3,27,0.16360333801061377,1.0003776012386694,0.8664469041834518,0.16360333801061377,1.0,0.0,0.0,0.15000000000000002,1.0,0.0,0.0,1.0,0,1.5707963267386524,1.5707963268786924,1.0,3.163407975603786e-21,7.02173574705231e-21,1.0,-0.5,0.0,7.02173574705231e-21,7.02173574705231e-21,9.938720312298242e-11
0.15000000000000002,3,28,0.14175901460649157,1.0209145281655214,0.8847578297273428,0.14175901460649157,1.0,0.0,0.0,0.15000000000000002,1.0,0.0,0.0,1.0,0,1.5707963267487115,1.5707963268683123,1.0,2.1330650334252066e-21,5.389858651195402e-21,1.0,-0.5,0.0,5.389858651195402e-21,5.389858651195402e-21,9.600117854991794e-11
0.15000000000000002,3,29,0.1513566179476934,0.9977451349526298,0.8580626527105398,0.1513566179476934,1.0,0.0,0.0,0.15000000000000002,1.0,0.0,0.0,1.0,0,1.5707963267432876,1.5707963268755494,1.0,2.6634889405201737e-21,6.504867135140503e-21,1.0,-0.5,0.0,6.504867135140503e-21,6.504867135140503e-21,9.83728519475909e-11
0.15000000000000002,3,30,0.171614440880274,0.9797816107597133,0.85579356006489,0.171614440880274,1.0,0.0,0.0,0.15000000000000002,1.0,0.0,0.0,1.0,0,1.5707963268555114,1.5707963267085518,1.0,3.674152190069524e-21,7.455419374167648e-21,1.0,-0.5,0.0,7.455419374167648e-21,7.455419374167648e-21,9.734583294979561e-11
0.15000000000000002,3,31,0.15841322204419597,0.994429385413464,0.8467490714070114,0.15841322204419597,1.0,0.0,0.0,0.15000000000000002,1.0,0.0,0.0,1.0,0,1.570796326846766,1.570796326713489,1.0,2.690428062056012e-21,6.627198738327263e-21,1.0,-0.5,0.0,6.627198738327263e-21,6.627198738327263e-21,9.563797340410366e-11
0.15000000000000002,3,32,0.14360155189240068,1.0030192625887768,0.8911977209480314,0.14360155189240068,1.0,0.0,0.0,0.15000000000000002,1.0,0.0,0.0,1.0,0,1.5707963267442324,1.570796326868993,1.0,2.566861240948653e-21,5.490283232140484e-21,1.0,-0.5,0.0,5.490283232140484e-21,5.490283232140484e-21,9.62375218410524e-11
0.15000000000000002,3,33,0.1689184038137734,1.0192642409292558,0.827738908121736,0.1689184038137734,1.0,0.0,0.0,0.15000000000000002,1.0,0.0,0.0,1.0,0,1.5707963268461824,1.5707963267068679,1.0,2.6302336110794182e-21,7.749062002001449e-21,1.0,-0.5,0.0,7.749062002001449e-21,7.749062002001449e-21,9.866406770067308e-11
0.15000000000000002,3,34,0.1416191372171641,1.0066256973078753,0.8455561445583404,0.1416191372171641,1.0,0.0,0.0,0.15000000000000002,1.0,0.0,0.0,1.0,0,1.5707963267507814,1.5707963268707412,1.0,1.9461523890470108e-21,5.752403751185336e-21,1.0,-0.5,0.0,5.752403751185336e-21,5.752403751185336e-21,9.428452722784922e-11
0.15000000000000002,3,35,0.16621579962674052,1.0116957889376514,0.845440593464448,0.16621579962674052,1.0,0.0,0.0,0.15000000000000002,1.0,0.0,0.0,1.0,0,1.5707963267435798,1.5707963268779377,1.0,2.633412923235416e-21,6.895819023731462e-21,1.0,-0.5,0.0,6.895819023731462e-21,6.895819023731462e-21,9.574778245952868e-11
0.15000000000000002,3,36,0.1438460699463169,1.0150741677950803,0.8352328166128091,0.1438460699463169,1.0,0.0,0.0,0.15000000000000002,1.0,0.0,0.0,1.0,0,1.5707963267507585,1.5707963268745402,1.0,1.9481707945820422e-21,6.343097254125141e-21,1.0,-0.5,0.0,6.343097254125141e-21,6.343097254125141e-21,9.743082800190225e-11
0.15000000000000002,3,37,0.16077919874346552,1.0010574036677333,0.813195366170445,0.16077919874346552,1.0,0.0,0.0,0.15000000000000002,1.0,0.0,0.0,1.0,0,1.5707963267438594,1.5707963268838225,1.0,2.6047994298330266e-21,7.907818618299108e-21,1.0,-0.5,0.0,7.907818618299108e-21,7.907818618299108e-21,9.962195947393099e-11
0.15000000000000002,3,38,0.16549650041982683,1.0204989870906205,0.8293384354487034,0.16549650041982683,1.0,0.0,0.0,0.15000000000000002,1.0,0.0,0.0,1.0,0,1.5707963268428917,1.5707963267117528,1.0,2.3035298320025763e-21,6.912887382460777e-21,1.0,-0.5,0.0,6.912887382460777e-21,6.912887382460777e-21,9.450260656013078e-11
0.15000000000000002,3,39,0.13596603110224348,1.007671863472462,0.8788943408563099,0.13596603110224348,1.0,0.0,0.0,0.15000000000000002,1.0,0.0,0.0,1.0,0,1.5707963267474994,1.5707963268697867,1.0,2.2465001143042725e-21,5.608517026826954e-21,1.0,-0.5,0.0,5.608517026826954e-21,5.608517026826954e-21,9.838701686078056e-11
0.15000000000000002,3,40,0.14329709626410192,1.0391021949353156,0.8344866982516066,0.14329709626410192,1.0,0.0,0.0,0.15000000000000002,1.0,0.0,0.0,1.0,0,1.570796326834917,1.5707963267171492,1.0,1.6016300294185097e-21,6.044662146160009e-21,1.0,-0.5,0.0,6.044662146160009e-21,6.044662146160009e-21,9.600681826847514e-11
0.15000000000000002,3,41,0.12955825853540598,0.9770990667722629,0.8732276612036849,0.12955825853540598,1.0,0.0,0.0,0.15000000000000002,1.0,0.0,0.0,1.0,0,1.5707963268434555,1.5707963267231209,1.0,2.3579641876947995e-21,5.151759397679968e-21,1.0,-0.5,0.0,5.151759397679968e-21,5.151759397679968e-21,9.417246360075476e-11
0.15000000000000002,3,42,0.1331242669715056,1.020904834746839,0.852117367128979,0.1331242669715056,1.0,0.0,0.0,0.15000000000000002,1.0,0.0,0.0,1.0,0,1.5707963268374394,1.5707963267175593,1.0,1.8098895674685286e-21,5.981059355520817e-21,1.0,-0.5,0.0,5.981059355520817e-21,5.981059355520817e-21,9.988302573603588e-11
0.15000000000000002,3,43,0.13960181927807302,0.9625255524071723,0.8673070367171656,0.13960181927807302,1.0,0.0,0.0,0.15000000000000002,1.0,0.0,0.0,1.0,0,1.5707963267409886,1.570796326870235,1.0,2.9060778996582094e-21,5.6758656172632295e-21,1.0,-0.5,0.0,5.6758656172632295e-21,5.6758656172632295e-21,9.459688374300589e-11
0.15000000000000002,3,44,0.15176152340176352,0.9673485546702532,0.8670802582556361,0.15176152340176352,1.0,0.0,0.0,0.15000000000000002,1.0,0.0,0.0,1.0,0,1.5707963268521368,1.5707963267157041,1.0,3.276434925136364e-21,6.271450729531354e-21,1.0,-0.5,0.0,6.271450729531354e-21,6.271450729531354e-21,9.592204070259114e-11
0.15000000000000002,3,45,0.1438905431631734,0.9777632942100427,0.8294354003810744,0.1438905431631734,1.0,0.0,0.0,0.15000000000000002,1.0,0.0,0.0,1.0,0,1.5707963267457323,1.5707963268755478,1.0,2.4171273597212906e-21,6.504616418423967e-21,1.0,-0.5,0.0,6.504616418423967e-21,6.504616418423967e-21,9.643148117732385e-11
0.15000000000000002,3,46,0.14177572857324747,1.0511367710918171,0.8612006065880556,0.14177572857324747,1.0,0.0,0.0,0.15000000000000002,1.0,0.0,0.0,1.0,0,1.5707963268361294,1.570796326717648,1.0,1.700138330339332e-21,5.9673636836312596e-21,1.0,-0.5,0.0,5.9673636836312596e-21,5.9673636836312596e-21,9.945769034275362e-11
0.15000000000000002,3,47,0.16020103670707858,1.0405306870985758,0.8093529235086578,0.16020103670707858,1.0,0.0,0.0,0.15000000000000002,1.0,0.0,0.0,1.0,0,1.5707963267499636,1.570796326882725,1.0,2.018975161644307e-21,7.713819059880296e-21,1.0,-0.5,0.0,7.713819059880296e-21,7.713819059880296e-21,9.963124944302267e-11
0.15000000000000002,3,48,0.14953837359910746,0.9791433520037267,0.841050343247381,0.14953837359910746,1.0,0.0,0.0,0.15000000000000002,1.0,0.0,0.0,1.0,0,1.5707963267412646,1.570796326878734,1.0,2.8763966769475827e-21,7.02869626656761e-21,1.0,-0.5,0.0,7.02869626656761e-21,7.02869626656761e-21,9.990892215896427e-11
0.15000000000000002,3,49,0.14248157405675568,0.970830078988816,0.8370133188547416,0.14248157405675568,1.0,0.0,0.0,0.15000000000000002,1.0,0.0,0.0,1.0,0,1.5707963267424598,1.5707963268774507,1.0,2.749616197105918e-21,6.815183468220537e-21,1.0,-0.5,0.0,6.815183468220537e-21,6.815183468220537e-21,9.973036950522269e-11
0.2,4,0,0.1895174241948035,0.9825076210328421,0.8436957431024412,0.1895174241948035,1.0,0.0,0.0,0.2,1.0,0.0,0.0,1.0,0,1.5707963267294482,1.5707963268885647,1.0,4.2834897466577334e-21,8.773717282764078e-21,1.0,-0.5,0.0,8.773717282764078e-21,8.773717282764078e-21,9.774409582387293e-11
0.2,4,1,0.20016542007412924,1.032171801290588,0.7645920951295995,0.20016542007412924,1.0,0.0,0.0,0.2,1.0,0.0,0.0,1.0,0,1.570796326852157,1.5707963266877507,1.0,3.2787485291768894e-21,1.1480245811594974e-20,1.0,-0.5,0.0,1.1480245811594974e-20,1.1480245811594974e-20,9.80289313213593e-11
0.2,4,2,0.20358282456691013,1.0052909538881738,0.786361425093325,0.20358282456691013,1.0,0.0,0.0,0.2,1.0,0.0,0.0,1.0,0,1.5707963268575935,1.5707963266899996,1.0,3.930900956564602e-21,1.1003389257422356e-20,1.0,-0.5,0.0,1.1003389257422356e-20,1.1003389257422356e-20,9.673547879637217e-11
0.2,4,3,0.18628694513273625,0.9755030522506603,0.794844934184967,0.18628694513273625,1.0,0.0,0.0,0.2,1.0,0.0,0.0,1.0,0,1.5707963268572684,1.5707963266953358,1.0,3.8902444542716574e-21,9.912365894871279e-21,1.0,-0.5,0.0,9.912365894871279e-21,9.912365894871279e-21,9.793900673770621e-11
0.2,4,4,0.2041677313700356,1.0039034517381502,0.7769079482881351,0.2041677313700356,1.0,0.0,0.0,0.2,1.0,0.0,0.0,1.0,0,1.5707963268581933,1.5707963266872904,1.0,4.006464632935503e-21,1.1579095881360088e-20,1.0,-0.5,0.0,1.1579095881360088e-20,1.1579095881360088e-20,9.741454241440089e-11
0.2,4,5,0.20148516791275034,0.9924892778762137,0.761943791223043,0.20148516791275034,1.0,0.0,0.0,0.2,1.0,0.0,0.0,1.0,0,1.570796326730297,1.5707963269062806,1.0,4.1731238483400185e-21,1.2406384738989946e-20,1.0,-0.5,0.0,1.2406384738989946e-20,1.2406384738989946e-20,9.882042173374562e-11
0.2,4,6,0.22550920133655428,0.9966919890283569,0.7883803805294632,0.22550920133655428,1.0,0.0,0.0,0.2,1.0,0.0,0.0,1.0,0,1.5707963267211824,1.5707963269101402,1.0,5.43378433291466e-21,1.3281071486765649e-20,1.0,-0.5,0.0,1.3281071486765649e-20,1.3281071486765649e-20,9.64880606635903e-11
0.2,4,7,0.1918330613586621,1.0238603371737178,0.7887812198124289,0.1918330613586621,1.0,0.0,0.0,0.2,1.0,0.0,0.0,1.0,0,1.5707963267397904,1.5707963268932885,1.0,3.036693620562943e-21,9.68096598813475e-21,1.0,-0.5,0.0,9.68096598813475e-21,9.68096598813475e-21,9.632734375618478e-11
0.2,4,8,0.20152074709306894,0.9915293672785799,0.8205217128099066,0.20152074709306894,1.0,0.0,0.0,0.2,1.0,0.0,0.0,1.0,0,1.570796326862518,1.5707963266927494,1.0,4.5726541100845045e-21,1.0434058810408216e-20,1.0,-0.5,0.0,1.0434058810408216e-20,1.0434058810408216e-20,9.92042502416525e-11
0.2,4,9,0.18814737693113764,0.9462242078524279,0.8216377771218855,0.18814737693113764,1.0,0.0,0.0,0.2,1.0,0.0,0.0,1.0,0,1.5707963268664724,1.5707963266958018,1.0,5.123094447151684e-21,9.819778128951822e-21,1.0,-0.5,0.0,9.819778128951822e-21,9.819778128951822e-21,9.86176047675564e-11
0.2,4,10,0.18918842654660822,1.0158308664896472,0.8205628735330202,0.18918842654660822,1.0,0.0,0.0,0.2,1.0,0.0,0.0,1.0,0,1.570796326738604,1.5707963268872946,1.0,3.1688553993760612e-21,8.537395568583992e-21,1.0,-0.5,0.0,8.537395568583992e-21,8.537395568583992e-21,9.537569551234935e-11
0.2,4,11,0.18716475698821156,1.0121673876015824,0.8068855051737489,0.18716475698821156,1.0,0.0,0.0,0.2,1.0,0.0,0.0,1.0,0,1.5707963268514427,1.5707963266993958,1.0,3.197454628652118e-21,9.120398918873094e-21,1.0,-0.5,0.0,9.120398918873094e-21,9.120398918873094e-21,9.720077763320962e-11
0.2,4,12,0.22694666876262115,1.0467041337526473,0.775210751038709,0.22694666876262115,1.0,0.0,0.0,0.2,1.0,0.0,0.0,1.0,0,1.5707963268607275,1.570796326678812,1.0,4.3336988443563995e-21,1.3475619637157653e-20,1.0,-0.5,0.0,1.3475619637157653e-20,1.3475619637157653e-20,9.740978641234193e-11
0.2,4,13,0.1756210465331317,1.0204858840072966,0.7611953329097179,0.1756210465331317,1.0,0.0,0.0,0.2,1.0,0.0,0.0,1.0,0,1.5707963267461968,1.5707963268913794,1.0,2.371667808720077e-21,9.308923073639508e-21,1.0,-0.5,0.0,9.308923073639508e-21,9.308923073639508e-21,9.589023734813855e-11
0.2,4,14,0.21694883941033521,0.9746058501514034,0.7838872887700963,0.21694883941033521,1.0,0.0,0.0,0.2,1.0,0.0,0.0,1.0,0,1.5707963267212242,1.570796326907754,1.0,5.42763176691651e-21,1.2736801738498121e-20,1.0,-0.5,0.0,1.2736801738498121e-20,1.2736801738498121e-20,9.600013336169633e-11
0.2,4,15,0.18305256458628935,0.9799049032924096,0.7912570710888679,0.18305256458628935,1.0,0.0,0.0,0.2,1.0,0.0,0.0,1.0,0,1.5707963267336014,1.5707963268954352,1.0,3.757107963995666e-21,1.0108015569966993e-20,1.0,-0.5,0.0,1.0108015569966993e-20,1.0108015569966993e-20,9.985558605675992e-11
0.2,4,16,0.16846392422750595,1.0255521536112924,0.766047808593505,0.16846392422750595,1.0,0.0,0.0,0.2,1.0,0.0,0.0,1.0,0,1.5707963267481733,1.5707963268898586,1.0,2.1830717281293055e-21,9.017777075853577e-21,1.0,-0.5,0.0,9.017777075853577e-21,9.017777075853577e-21,9.775309532192635e-11
0.2,4,17,0.23039559595216189,0.9896666922046118,0.7641013369835463,0.23039559595216189,1.0,0.0,0.0,0.2,1.0,0.0,0.0,1.0,0,1.5707963267159926,1.5707963269213723,1.0,6.225850003014451e-21,1.5996091953852806e-20,1.0,-0.5,0.0,1.5996091953852806e-20,1.5996091953852806e-20,9.864327521151571e-11
0.2,4,18,0.1964482877370311,0.9848508491882848,0.8069473675035465,0.1964482877370311,1.0,0.0,0.0,0.2,1.0,0.0,0.0,1.0,0,1.570796326861268,1.5707963266919853,1.0,4.4051483520771424e-21,1.0590734910581693e-20,1.0,-0.5,0.0,1.0590734910581693e-20,1.0590734910581693e-20,9.957745021420229e-11
0.2,4,19,0.18667572730026755,1.0001046014802801,0.8089958720331196,0.18667572730026755,1.0,0.0,0.0,0.2,1.0,0.0,0.0,1.0,0,1.5707963267363263,1.5707963268906748,1.0,3.430482500362065e-21,9.173466079392894e-21,1.0,-0.5,0.0,9.173466079392894e-21,9.173466079392894e-21,9.734210817690724e-11
0.2,4,20,0.21122407089058254,0.9896689768974413,0.8303897973684906,0.21122407089058254,1.0,0.0,0.0,0.2,1.0,0.0,0.0,1.0,0,1.5707963267244605,1.5707963268967304,1.0,4.961253005791688e-21,1.0370125558464483e-20,1.0,-0.5,0.0,1.0370125558464483e-20,1.0370125558464483e-20,9.634838813298024e-11
0.2,4,21,0.2017711130874203,0.9836890342767206,0.8128636096153365,0.2017711130874203,1.0,0.0,0.0,0.2,1.0,0.0,0.0,1.0,0,1.5707963268613614,1.5707963266945864,1.0,4.417565970778607e-21,1.0062149428770189e-20,1.0,-0.5,0.0,1.0062149428770189e-20,1.0062149428770189e-20,9.577635931567637e-11
0.2,4,22,0.18283293342019313,0.9720639185272113,0.816315215116783,0.18283293342019313,1.0,0.0,0.0,0.2,1.0,0.0,0.0,1.0,0,1.5707963268582488,1.570796326699054,1.0,4.01349505313229e-21,9.18582858109233e-21,1.0,-0.5,0.0,9.18582858109233e-21,9.18582858109233e-21,9.826362124151923e-11
0.2,4,23,0.19110180197033452,0.9952876312584615,0.7992551576896595,0.19110180197033452,1.0,0.0,0.0,0.2,1.0,0.0,0.0,1.0,0,1.5707963268565188,1.5707963266940357,1.0,3.797295731961615e-21,1.0172928499487434e-20,1.0,-0.5,0.0,1.0172928499487434e-20,1.0172928499487434e-20,9.91256063732939e-11
0.2,4,24,0.1900845014026298,0.9873980227503716,0.7920537034508676,0.1900845014026298,1.0,0.0,0.0,0.2,1.0,0.0,0.0,1.0,0,1.5707963268568792,1.5707963266933616,1.0,3.841840224628851e-21,1.0309369193099724e-20,1.0,-0.5,0.0,1.0309369193099724e-20,1.0309369193099724e-20,9.867810711021873e-11
0.2,4,25,0.18769405847248205,0.9753013350006379,0.7891499943867099,0.18769405847248205,1.0,0.0,0.0,0.2,1.0,0.0,0.0,1.0,0,1.5707963268565115,1.5707963266955678,1.0,3.7963927157442445e-21,9.866216204097737e-21,1.0,-0.5,0.0,9.866216204097737e-21,9.866216204097737e-21,9.635433563616625e-11
0.2,4,26,0.21361098763855685,1.006718774515664,0.7979105630803731,0.21361098763855685,1.0,0.0,0.0,0.2,1.0,0.0,0.0,1.0,0,1.570796326726524,1.5707963269044167,1.0,4.67482639446145e-21,1.1994654380041971e-20,1.0,-0.5,0.0,1.1994654380041971e-20,1.1994654380041971e-20,9.877478608804401e-11
0.2,4,27,0.2039040672723429,1.0148583658410302,0.7988733478137378,0.2039040672723429,1.0,0.0,0.0,0.2,1.0,0.0,0.0,1.0,0,1.5707963268558847,1.5707963266935825,1.0,3.719541294316248e-21,1.0264552831950476e-20,1.0,-0.5,0.0,1.0264552831950476e-20,1.0264552831950476e-20,9.568616971989014e-11
0.2,4,28,0.20523288911726936,1.0146082945046144,0.8034834581294008,0.20523288911726936,1.0,0.0,0.0,0.2,1.0,0.0,0.0,1.0,0,1.570796326857341,1.5707963266925575,1.0,3.8993071861778294e-21,1.0473288804677748e-20,1.0,-0.5,0.0,1.0473288804677748e-20,1.0473288804677748e-20,9.681753180752354e-11
0.2,4,29,0.19554114285420268,1.0078640417612426,0.8122555340794233,0.19554114285420268,1.0,0.0,0.0,0.2,1.0,0.0,0.0,1.0,0,1.5707963267339218,1.570796326893571,1.0,3.717931358435079e-21,9.73662552250527e-21,1.0,-0.5,0.0,9.73662552250527e-21,9.73662552250527e-21,9.786159138582428e-11
0.2,4,30,0.19889237742334293,0.9946724624323027,0.773286654553572,0.19889237742334293,1.0,0.0,0.0,0.2,1.0,0.0,0.0,1.0,0,1.570796326731432,1.5707963269028493,1.0,4.02775902842729e-21,1.1653784705736032e-20,1.0,-0.5,0.0,1.1653784705736032e-20,1.1653784705736032e-20,9.876956071205534e-11
0.2,4,31,0.21557352849787925,1.0388517171593827,0.7670508076638443,0.21557352849787925,1.0,0.0,0.0,0.2,1.0,0.0,0.0,1.0,0,1.5707963267332166,1.5707963269066938,1.0,3.80442926839492e-21,1.249860876311489e-20,1.0,-0.5,0.0,1.249860876311489e-20,1.249860876311489e-20,9.67140313912581e-11
0.2,4,32,0.19574351521125072,1.0011045517180355,0.7611343655729127,0.19574351521125072,1.0,0.0,0.0,0.2,1.0,0.0,0.0,1.0,0,1.5707963267336345,1.5707963269043046,1.0,3.753053195120303e-21,1.1970105420810483e-20,1.0,-0.5,0.0,1.1970105420810483e-20,1.1970105420810483e-20,9.973319412858451e-11
0.2,4,33,0.21272388764535372,1.0134005713750462,0.780019367788862,0.21272388764535372,1.0,0.0,0.0,0.2,1.0,0.0,0.0,1.0,0,1.570796326859146,1.570796326686371,1.0,4.1279896897972325e-21,1.1777826292275755e-20,1.0,-0.5,0.0,1.1777826292275755e-20,1.1777826292275755e-20,9.579749305380134e-11
0.2,4,34,0.19329158088632717,1.02859006426841,0.8033283920589628,0.19329158088632717,1.0,0.0,0.0,0.2,1.0,0.0,0.0,1.0,0,1.5707963267393619,1.570796326891532,1.0,3.0841083677872274e-21,9.338382200132547e-21,1.0,-0.5,0.0,9.338382200132547e-21,9.338382200132547e-21,9.643338786180139e-11
0.2,4,35,0.20921897284794666,1.0171611458193373,0.7587509725774175,0.20921897284794666,1.0,0.0,0.0,0.2,1.0,0.0,0.0,1.0,0,1.5707963268588836,1.5707963266801757,1.0,4.094333181846303e-21,1.3160898819133739e-20,1.0,-0.5,0.0,1.3160898819133739e-20,1.3160898819133739e-20,9.931109880162147e-11
0.2,4,36,0.21134023252130324,1.0039333341956342,0.8287861260151392,0.21134023252130324,1.0,0.0,0.0,0.2,1.0,0.0,0.0,1.0,0,1.5707963267253633,1.5707963268989757,1.0,4.834883878621157e-21,1.0832464984901332e-20,1.0,-0.5,0.0,1.0832464984901332e-20,1.0832464984901332e-20,9.913608100574632e-11
0.2,4,37,0.18976029610518202,1.041519175633115,0.7935222324897716,0.18976029610518202,1.0,0.0,0.0,0.2,1.0,0.0,0.0,1.0,0,1.5707963268486815,1.570796326695501,1.0,2.8928171073987976e-21,9.879498040244198e-21,1.0,-0.5,0.0,9.879498040244198e-21,9.879498040244198e-21,9.96101543566033e-11
0.2,4,38,0.2249614079571307,0.9815766721938838,0.8028539377733754,0.2249614079571307,1.0,0.0,0.0,0.2,1.0,0.0,0.0,1.0,0,1.5707963268724943,1.570796326680577,1.0,6.02139447947008e-21,1.3068999770547198e-20,1.0,-0.5,0.0,1.3068999770547198e-20,1.3068999770547198e-20,9.721608056269942e-11
0.2,4,39,0.1953014466388705,0.9920170658269143,0.7920719600599213,0.1953014466388705,1.0,0.0,0.0,0.2,1.0,0.0,0.0,1.0,0,1.570796326856938,1.570796326693441,1.0,3.8491380226585985e-21,1.0293233067863919e-20,1.0,-0.5,0.0,1.0293233067863919e-20,1.0293233067863919e-20,9.685782858465505e-11
0.2,4,40,0.21827125373529094,0.9365542220968557,0.8030775903417889,0.21827125373529094,1.0,0.0,0.0,0.2,1.0,0.0,0.0,1.0,0,1.5707963267102596,1.5707963269092797,1.0,7.163426057763787e-21,1.3083495480456591e-20,1.0,-0.5,0.0,1.3083495480456591e-20,1.3083495480456591e-20,9.683627388629869e-11
0.2,4,41,0.19375243758215993,1.0224099464267553,0.7840676642519022,0.19375243758215993,1.0,0.0,0.0,0.2,1.0,0.0,0.0,1.0,0,1.5707963267397023,1.5707963268936442,1.0,3.0464168031537657e-21,9.751091560995177e-21,1.0,-0.5,0.0,9.751091560995177e-21,9.751091560995177e-21,9.51963604471022e-11
0.2,4,42,0.2015121925213682,0.9992558023649529,0.8095146901107448,0.2015121925213682,1.0,0.0,0.0,0.2,1.0,0.0,0.0,1.0,0,1.5707963267290903,1.5707963268986118,1.0,4.3304705109599125e-21,1.0756842165768289e-20,1.0,-0.5,0.0,1.0756842165768289e-20,1.0756842165768289e-20,9.959665022966728e-11
